<03126224-cb69-4f88-bb74-59203f2d7420@mtl-mta04-out1>,phishing,,,,,,,,,
<CAKnzhUdsr6dLbdTqpnj9_cjgHxiNzYY6U9NGwxdm=7ddk7rvDw@mail.gmail.com>,scam,,,,,,,,,
<5e51e3cc-d25d-85ec-1b28-f75e728de8f8@alapontlogistic.us>,malicious,,,,,,,,,
<autogen-java-ebff15f4-1428-43c6-9c5c-6c33e86247e1@google.com>,malicious,,,,,,,,,
<20250228221043.1cd18c4f0c1daed9@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228202432.f09844c7e0a9e113@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<7f3a0a1b-8ab0-492c-bafb-79e88ec87989@mtl-mta03-out2>,phishing,,,,,,,,,
<f1390ac8-4b4b-4a99-88fe-dc6f288c5051@mtl-mta04-out1>,phishing,,,,,,,,,
<d0005b80-bf46-431e-b0d4-b1904159caf2@mtl-mta03-out2>,phishing,,,,,,,,,
<ea1553f9-83d8-45d5-9ccb-2ec1c9462794@mtl-mta03-out2>,phishing,,,,,,,,,
<20250228082813.4F8D92C2A598@kes.vimosagoodyear.com.mx>,scam,,,,,,,,,
<75b92126-f77a-4f16-993b-751c626414f9@mtl-mta03-out2>,phishing,,,,,,,,,
<010001954ea2e447-0cc18b53-801e-479e-a5c8-91b271166e7b-000000@email.amazonses.com>,phishing,,,,,,,,,
<1854834852.1311408.1740780997790.JavaMail.zimbra@agrofrutos.com.pe>,scam,,,,,,,,,
<20250228221640.c4d0c0049d67a621@business3.theinsurancequoter.com>,phishing,,,,,,,,,
<fa5af965-6d5f-4030-93ca-c55f9ec7c5af@mtl-mta03-out2>,phishing,,,,,,,,,
<621d241c-7525-451d-ae8e-b08c516fd891@mtl-mta04-out1>,phishing,,,,,,,,,
<2eaa29cb-7244-07fe-6eb7-a39df972caa7@alapontlogistic.us>,malicious,,,,,,,,,
<dd3843ce-2442-4b20-9ee1-67d2c3eeac9a@mtl-mta03-out2>,phishing,,,,,,,,,
<4a90d40d-0517-416c-bd55-3d90a8586f70@MM1PEPF00000096.SWEP280.PROD.OUTLOOK.COM>,phishing,,,,,,,,,
<453gh20gsu-1@m0441038.ppops.net>,scam,,,,,,,,,
<4429f18e-018d-40c2-bf96-34cc1c36fed4@mtl-mta04-out1>,phishing,,,,,,,,,
<932c37b1-4a4e-45ef-8474-58219361f375@mtl-mta03-out2>,phishing,,,,,,,,,
<20250228220633.66f4202619a6870f@mca1.creditformerchants.co.uk>,phishing,,,,,,,,,
<20250228220416.07c30122bf9c1e7e@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<453gh20g5u-1@m0441038.ppops.net>,scam,,,,,,,,,
<mid-2e9f2cba1693472b8f7e9d1b50afca06-1647@more.cashprizesandmore.com>,phishing,,,,,,,,,
<46cd5173-62b9-4d07-8327-af140bb6b08f@ijoaas.net>,bec,,,,,,,,,
<20250228220227.8682dce67f75e37b@business3.theinsurancequoter.com>,phishing,,,,,,,,,
<0646a30f-84f7-48ca-8a61-5d9a7273484b@AM3PEPF00009B9C.eurprd04.prod.outlook.com>,scam,,,,,,,,,
<010001954e93c54a-f498c21b-65fe-42cd-9909-a8d5517d1399-000000@email.amazonses.com>,phishing,,,,,,,,,
<20250228215006.b74353de5caec27c@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228215006.b74353de5caec27c@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228080102.221AD2D63562@kes.vimosagoodyear.com.mx>,scam,,,,,,,,,
<010001954e934f96-b239cec1-dd86-4725-8a58-e95f1acc8057-000000@email.amazonses.com>,phishing,,,,,,,,,
<20250228215006.b74353de5caec27c@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<9d2c2a9d-8c35-4f06-b202-03b38c625a45@mtl-mta03-out2>,phishing,,,,,,,,,
<010c0ac1-dcfb-40f5-aecc-f938b0a9fa21@mtl-mta03-out2>,phishing,,,,,,,,,
<f54e4af1-e5dd-4a6f-be88-f653058b7f79@mtl-mta03-out2>,phishing,,,,,,,,,
<6b6d003b-85b0-4116-a479-429e631da5a6@mtl-mta03-out2>,phishing,,,,,,,,,
<5bd8f58d-297b-4867-8b5f-a5beea3399e6@mtl-mta03-out2>,phishing,,,,,,,,,
<904b50dc-0a2b-435b-86dc-d2c409f2fa9e@mtl-mta03-out2>,phishing,,,,,,,,,
<5b778d77-a31e-46b9-86f3-410b05ea4704@mtl-mta03-out2>,phishing,,,,,,,,,
<f62fd3b7-c569-44ff-bc18-99acb11c0727@mtl-mta03-out2>,phishing,,,,,,,,,
<a32f4723-b672-4291-8cb7-f2ab71ce78b8@mtl-mta03-out2>,phishing,,,,,,,,,
<20250228215139.80ab20d78c49fa26@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<03d3520a-6df2-4bd3-9e90-e1c529e57b72@mtl-mta03-out2>,phishing,,,,,,,,,
<da1f0bf3-f372-406a-85f6-be4c403c702a@mtl-mta03-out2>,phishing,,,,,,,,,
<80398f4d-8611-4a8a-87a4-da7d571b211d@mtl-mta03-out2>,phishing,,,,,,,,,
<62dcf3fc-123c-4098-8f6c-46a59265d9c6@mtl-mta03-out2>,phishing,,,,,,,,,
<CA+b3XkXPX5tAOh7-GFFS7+wA2O8uGccNM6D_XgPQ481wsUa7sg@mail.gmail.com>,scam,,,,,,,,,
<2534e587-6868-43c4-b72c-acd7b7c176b1@mtl-mta04-out1>,phishing,,,,,,,,,
<010001954e8527fe-d012aa11-e596-46c0-98a1-bc75a6eb636c-000000@email.amazonses.com>,malicious,,,,,,,,,
<tr1p3X06sITIN0L8n7FlNZGGcRaEhtauBkB5Mrht-gg.e6NM41B0VLdePzsIR-vnl1HDnrapk9gTrrxpAc9Kt5E@hearhit.za.com>,phishing,,,,,,,,,
<453gh20e1a-1@m0441038.ppops.net>,scam,,,,,,,,,
<1698846064.1307618.1740779027200.JavaMail.zimbra@agrofrutos.com.pe>,scam,,,,,,,,,
<d5fb35d3-1946-4c68-af2f-414ace6176d3@mtl-mta04-out1>,phishing,,,,,,,,,
<8a45da921db3fd7a648d4070b75b2623@straightlinesource.com>,phishing,,,,,,,,,
<2121169825.1307137.1740778750712.JavaMail.zimbra@agrofrutos.com.pe>,scam,,,,,,,,,
<453gh28cna-1@m0441039.ppops.net>,scam,,,,,,,,,
<20250228213840.60daad94ebafec85@business3.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228213559.efac07b7d8cf9b0f@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<010001954e7c7f0c-a2dcc375-80b8-4c14-b359-f37fb1175805-000000@email.amazonses.com>,phishing,,,,,,,,,
<010001954e7c06ea-37b36be7-5702-4a57-b764-15ffc4d4c3d2-000000@email.amazonses.com>,phishing,,,,,,,,,
<010001954e7ba2a6-0368fe8f-98b1-45a8-85ed-9a68bc0019c4-000000@email.amazonses.com>,phishing,,,,,,,,,
<20250228213334.7e19aed841f74f2b@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<IDxa4amuBswyUit77OPfl2n_rW5GlWLwEPZWMk4B7io.srHWgr7315ZH1C3WPtpSbRBA8vaKgm8ZucrbdDkXU70@hearhit.za.com>,phishing,,,,,,,,,
<5fGOHr5-H6ru1FEAZD8tTZ79UhojDkRW6OSpxUK9_I8.8HLpFcuRDVIbx8fX1ExCG5u5e1SWMecols4AwmW4IYg@hearhit.za.com>,phishing,,,,,,,,,
<PfIq_wJMbFi_2EVO0HbccTomEOxg0fwu_Su3Qb3in70.hD_O9p1G_YIAFsAqzaorZSLtPtY4MIIhcW096BpIcXs@hearhit.za.com>,phishing,,,,,,,,,
<a35c7547-6dd9-407b-a29a-cd26e870ce5d@mtl-mta03-out2>,phishing,,,,,,,,,
<7nfzeWJg3xGua9V0BCV3oLWRdmYoz-3uo6YCFqDJkPY.LBdnW3I2gkFI8iejmLktd1ULgnRs-ij4WBtt3ASscxc@hearhit.za.com>,phishing,,,,,,,,,
<20250228210318.928328836805ac47@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<o3bRnWz0a6nve4QIJ2PvMPfmqvjNXSvzroT0M3ySJ-o.qyHSJiXld1TXlBQU_ltVaOxZjgsHI8xcd53Q4DjjSGo@hearhit.za.com>,phishing,,,,,,,,,
<2f0a400e-2660-4087-9f98-2d5682bc926a@mtl-mta04-out1>,phishing,,,,,,,,,
<1972482954.1305660.1740778081435.JavaMail.zimbra@agrofrutos.com.pe>,scam,,,,,,,,,
<qG_Jbs9JBmHLXISOTOTq8YuVjUwKbV_8hrCP1wOLMVQ.eb_NJDcbZEzVSXHtAHr6QxHuIeo4tlRsBVoyWBYdifI@hearhit.za.com>,phishing,,,,,,,,,
<oLs7gNbG4GPbc9EAj0JH1jgdyP4HX2DyMPRsw3QnvAo.gQz3pk8k2sREZKoR75XKbcFN8FHQ4sv_9Sty5W4MFz8@hearhit.za.com>,phishing,,,,,,,,,
<Ix08OysmCrhPB3hWzQ37zxYe5Mtn7w2LXa9Ho4nPpHs.21yh33QQRKur1UwdvZmcIUx_fIzJvBewZKhOT37utg8@hearhit.za.com>,phishing,,,,,,,,,
<ejJWu5sjMzLjKh1S4PRoIR9lIGC5iC3gsJb1oGxoU_0.BvE5oDsqzcz_2gu3e2Iu6ZC18OouTlF_EXhB1WPLP3U@hearhit.za.com>,phishing,,,,,,,,,
<SBab41ccRezKQKSmglZKSSinaX8dPgs9o_SsKszWXXU.NhjonrNpU2uReI5ARhWWKET9J0SwAMt1UOPu6IVk03M@hearhit.za.com>,phishing,,,,,,,,,
<nAaFu25VEaT5HU4fZeQXIHyzRwmHgALwx11Eqx5rKLw.TILYSJBER0UoEpA402B--T4D6vtp_IXvNXkvsgk1hjs@hearhit.za.com>,phishing,,,,,,,,,
<91O_BtZrp5KfVuEZzIAixdNFu0uiuq1qPNawj0SoZfg.LeT_eN1OS86YqktIaMqg4WRb97viJVq6vHEr5Hxq_uA@hearhit.za.com>,phishing,,,,,,,,,
<tssQtzjiNGpWGtz8yvW7fotkcvLuhqxS-Kmzm1CtB7c.BDY7DlpauDJC1Dvgltl1IxyrvhRESwXyDvlXCeDx4Cw@hearhit.za.com>,phishing,,,,,,,,,
<XIU6xo7CRe1bZL8ypP6B1OvO-sonnSzra1JKRc3RWT8.HXrhPg1V72yqCzVO-nCZGNKcTR-sh1mhEmYsXvRCbqA@hearhit.za.com>,phishing,,,,,,,,,
<VViZh_HRqy3GLiU50UY3IOza2XUStNikHO72fupxVME.PUfvyTdgcahSC0m4unm2l4MNzESWiqFFVvYxSN21piA@hearhit.za.com>,phishing,,,,,,,,,
<OLWMO13BonpBfFSkC5mLU4qUb5bavAygvMJCH_XIc1Y.DRYEI3tbjsta533o-l9rsp8LFizPeAo-E0DEES9uhFM@hearhit.za.com>,phishing,,,,,,,,,
<roFdCz7rHGmPJq1g5TQytXBGBEIvzFl8EfgIGR70fkM.RTKqQj7xIuoY4_MIbLdoBPK3YEeg4aRDrGIbUymTaW4@hearhit.za.com>,phishing,,,,,,,,,
<thNCtaZTl9ylswKjBwz9NB_ucGATUM6gWF1O7el6jRE.2gtuwIeqzzfCj3_H_ghgUliAVXTBJ-zEdoR9SC9NWNg@hearhit.za.com>,phishing,,,,,,,,,
<wcaUCfUPC3h7cI6aKGamgEPL772S39CumU55FRA0RHo.wXFSQo06C2t9SOGFp8dJoPrXXnI7jGAq8YNSwlDZpks@hearhit.za.com>,phishing,,,,,,,,,
<h8wwmM8mMn0K40k3AO67Q3U-Dd0mWFYS_1qx2S2osLI.KprBJsGT1sqjKUSXMvRMdp-8PHpmFNwy879reQJleiA@hearhit.za.com>,phishing,,,,,,,,,
<IKS8mhHVZ2r68UH_N2o76pkpKMFi_pjYIWlnUib5FR8.btWajd8JwVEzHldlsi-T0d0vRNH7iNIFrIUseOgTPa8@hearhit.za.com>,phishing,,,,,,,,,
<d4716349-a70d-4186-a399-823f51f468e7@mtl-mta03-out2>,phishing,,,,,,,,,
<c6v70tqu667wlc8Z9SKjgXlqw-4We5_6B4mLHQfJ07Y.Ttn0TLPNcxHuW0lpbdheFJW8SJZ1q3QQIX2AB5_ERqA@hearhit.za.com>,phishing,,,,,,,,,
<j3VvXF_FPERUYDsmCNZiw1oF_U--pZcoZlK1zdynpMg.i11FMn21ksbJ2I3NBp8KmRFs2eRXmn3wIDG3k8BgwS0@hearhit.za.com>,phishing,,,,,,,,,
<lHFErQwS344gqEC-NuQgEd6typRhU7wna7xswu_G4-A.wmWKPwKc8Ba-vb9bpyFbkE5Yeb6lEd2pOmt7FwrU14Q@hearhit.za.com>,phishing,,,,,,,,,
<25aff03979eb468bf40ef0fee62420144690552551e540b1fa0c0cc7dc6ab640@mx.google.com>,scam,,,,,,,,,
<0bF_mthdtvp3jeBJZorJuFRHCtuhUh6QbOPVoL8AWN4.c4Vpoof3M-myjCKEcFIe5d4kfVDSocKRVW1oy8q2SUc@hearhit.za.com>,phishing,,,,,,,,,
<jFFjJjKdjgtr3oJBwarUVgsHTG9WrPCtPBPuluwFgmU.gh3m_AcYyzoS15ACUBkePCPszi1HXqjA1CcTgFfRiyI@hearhit.za.com>,phishing,,,,,,,,,
<ad45820a-e48a-4d61-9f35-65c67088ffb6@mtl-mta03-out2>,phishing,,,,,,,,,
<0m1TpsoOL6PEz7ejAY7DVPOuqcWWkTIV71mBOOXlPwE.RmJgKqw8ic58uIdFa0KR0chkwXCawVeQn1HFeW-QmHs@hearhit.za.com>,phishing,,,,,,,,,
<xYMfvmCtJjbu-St0Rip9CzXUfMObamp3o-vMYXraTSE.uNDqGIwDkADXmedTbslsEbvSHIjx8H-dtRcaL58stBQ@hearhit.za.com>,phishing,,,,,,,,,
<Cj2JKgmgdn3v36g6EcxtyQDCZODGz8dA8d8TkhFKSVU.3VnhTPnHxpGHV6Wzx8_6W6l0kczwuDOAFVwVoM8-pww@hearhit.za.com>,phishing,,,,,,,,,
<_VaiDZlIewQNa2hFC801POF9OpJ3shBIscjn38ebZW8.QhDvBrb8P-DKKYf2b7wjGryL_vmJLdQIbb9TptIW00c@hearhit.za.com>,phishing,,,,,,,,,
<20250228195039.48243D067C283FBE@gmail.com>,scam,,,,,,,,,
<16ac8672ea19f2b39fdb157ea7c09a2b5823a0bd5c2516519273394518d70d17@mx.google.com>,scam,,,,,,,,,
<174077782414.466.12084510913351808218@expertokazji.pl>,phishing,,,,,,,,,
<20250228212339.bc6b047ad221b7da@business3.theinsurancequoter.com>,phishing,,,,,,,,,
<a60cffd7-58f8-4b0a-9723-a46f83b9e669@mtl-mta03-out2>,phishing,,,,,,,,,
<1f374da1-a16c-4b65-87e7-4ee559b9b945@GVX0EPF00000181.SWEP280.PROD.OUTLOOK.COM>,phishing,,,,,,,,,
<453gh28c8v-1@m0441039.ppops.net>,scam,,,,,,,,,
<4e8076a3-0c38-4c9f-8250-18197f018b92@mtl-mta03-out2>,phishing,,,,,,,,,
<20250228212055.3334a595aab511e4@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<MN2PR20MB33838BED8B93F1C2E8706BE796CC2@MN2PR20MB3383.namprd20.prod.outlook.com>,scam,,,,,,,,,
<20250228211800.e59ad525ec38a020@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228211734.159456be1466c3cd@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228211540.e618c638767842fe@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228211559.d77f5448cfaa2736@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<1479804243.1304440.1740777315884.JavaMail.zimbra@agrofrutos.com.pe>,scam,,,,,,,,,
<c0775edc9c3b34cc681f2ef96e1dcd0bd47d7f5b1d1512dc185357affa901624@mx.google.com>,scam,,,,,,,,,
<37762716417922328017635@win97020>,scam,,,,,,,,,
<20250228211235.97fe110b759a5d38@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<20250228211236.a27b1ff50fe32066@business3.theinsurancequoter.com>,phishing,,,,,,,,,
<0c43238a-afbe-486c-a36a-b50ebc9af6da@DB3PEPF0000885C.eurprd02.prod.outlook.com>,scam,,,,,,,,,
<77894092-319e-47b1-8e0f-c6bce8a5d145@DB5PEPF00014B99.eurprd02.prod.outlook.com>,scam,,,,,,,,,
<MN2PR20MB3383C38F8169EECB21473AA196CC2@MN2PR20MB3383.namprd20.prod.outlook.com>,scam,,,,,,,,,
<20250228210921.0F65D2800089@mail.yzqiqiu.com>,bec,,,,,,,,,
<453gh28byv-1@m0441039.ppops.net>,scam,,,,,,,,,
<453gh28bx1-1@m0441039.ppops.net>,scam,,,,,,,,,
<453gh28bwy-1@m0441039.ppops.net>,scam,,,,,,,,,
<20250228203939.0892c216a6e681da@business2.theinsurancequoter.com>,phishing,,,,,,,,,
<453gh20c86-1@m0441038.ppops.net>,scam,,,,,,,,,
<CAOkPYz830F2bqKTKqWmoyizzUC0YRx4cj1hOJG7XPpX+6PkAtw@mail.gmail.com>,scam,,,,,,,,,
<a4711429-a8ed-4e70-92c7-840522bdf6c6@AM2PEPF0001C714.eurprd05.prod.outlook.com>,scam,,,,,,,,,
<010001954e5d548a-e3a5de84-090a-4a3c-aa92-068bbcfdb16d-000000@email.amazonses.com>,phishing,,,,,,,,,
<e30b168f-9a43-4f7c-afb2-52dfe621b81d@mtl-mta03-out2>,phishing,,,,,,,,,
<3d93d15627ec46c399d4a78cefb0c83c_CAJ9v_nL8VJ1LfBbijZsr_ujEhdFaHugdVb8DneV-FV9LuhgtAA@mail.gmail.com>,scam,,,,,,,,,
<9041df7a969d4e77b8caa683ff5d9e87_CAJ9v_nL8VJ1LfBbijZsr_ujEhdFaHugdVb8DneV-FV9LuhgtAA@mail.gmail.com>,scam,,,,,,,,,
<5174d6ff-d320-47ed-b700-ab0908fc0f24@AMS0EPF00000191.eurprd05.prod.outlook.com>,scam,,,,,,,,,
<965fe658-550c-4610-978a-18c9ac595250@mtl-mta03-out2>,phishing,,,,,,,,,
<453gh20c3h-1@m0441038.ppops.net>,scam,,,,,,,,,
<174077624449.374.162409347062015270@investdeal24.pl>,phishing,,,,,,,,,
<mid-d325af541bb16572e3a010920c921443-2345@bell.bewellbesober.com>,phishing,,,,,,,,,
<453gh20c03-1@m0441038.ppops.net>,scam,,,,,,,,,
<453gh28bnc-1@m0441039.ppops.net>,scam,,,,,,,,,
<20250228204956.df37b53f3c6a08f0@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<FYQDZY9BE92RHMR.T2GC0QSYPQ30@api9.pcloud.com>,phishing,,,,,,,,,
<453gh28bh3-1@m0441039.ppops.net>,scam,,,,,,,,,
<20250228204734.024639203809d414@business1.theinsurancequoter.com>,phishing,,,,,,,,,
<453gh20bw7-1@m0441038.ppops.net>,scam,,,,,,,,,
<c30e434d-8f22-4cef-8f41-ae1c98870e14@mtl-mta03-out2>,phishing,,,,,,,,,
<aed0eb70e03b5ab75e0579ffc48233d8@straightlinesource.com>,phishing,,,,,,,,,
<453gh20bud-1@m0441038.ppops.net>,scam,,,,,,,,,
<e3a2e65e1450bfb8fb768362d806b48d27b1e1fe@sourceproerp.in>,phishing,,,,,,,,,
<453gh28bbt-1@m0441039.ppops.net>,scam,,,,,,,,,
