DisplayName,ObjectId,IsEnabled,Mdm,LastSignIn
4CE435B22Z,48092669-17b4-41c4-ab36-ee6f981b3550,TRUE,,20/05/2025 03:01
4CE435B231,8635d752-0067-4e18-a70b-9a75b3781776,TRUE,,14/05/2025 21:59
4CE435B232,cee0f03b-93ea-4d8b-a0bf-31911cce0550,TRUE,,24/05/2025 00:32
4CE435B234,2bbc94a4-6b2f-4d76-a004-e2aef484dc37,TRUE,,20/05/2025 09:20
4CE435B235,aa06df24-44c4-416d-8ef5-e155ecbadfc4,TRUE,,24/05/2025 00:09
4CE435B237,8bae5fe1-9e78-4950-baf1-f261fde12444,TRUE,,21/05/2025 08:29
4L058887,fc533316-138c-4e2d-bbe0-60130f79887d,TRUE,,22/05/2025 16:08
4L202327,8a539c1c-f873-4d4a-bbab-ba50ce91bb28,TRUE,,21/05/2025 11:12
4L207629,16970a23-4685-415b-bdb6-bef81e8e9479,TRUE,,27/05/2025 08:14
5AMArchitecture,8575daf7-1dc2-44f4-a5f4-9a43a63c8a61,TRUE,,25/05/2025 16:44
5CD3146MY7,ff033a8d-7b21-46c4-87ed-5da6db664650,TRUE,,24/05/2025 03:51
5CD3146MYJ,ba617183-01d0-4703-83c2-81730184a73d,TRUE,,27/05/2025 05:22
5CD33464V5,ee30e21f-d755-4158-9614-4e28bb53254b,TRUE,,28/05/2025 17:14
5CD412K9M2,0385a779-e7a1-4f7b-aae7-9652b46b406d,TRUE,,24/05/2025 00:44
5CG1105DK9,4ed17982-905e-4b2b-9b6c-d77a5e274389,TRUE,,20/05/2025 15:26
5CG132697N,04d1648b-916d-4eff-b6cb-4ec07806ea84,TRUE,,05/05/2025 20:31
5CG211CJLN,11bfb707-ded1-43a0-8bbc-6315b990dc8f,TRUE,,21/05/2025 12:39
5CG211CJVN,6b72e58b-f4b4-43bf-8711-ed3796987496,TRUE,,26/05/2025 07:21
5CG2224C1X,017226ce-ef2d-4fd8-8008-512f8f68ca47,TRUE,,28/05/2025 16:46
5CG349196Y,7d30d2d4-1539-4241-8d61-375051c8e52c,TRUE,,26/05/2025 01:59
8G46PX30,ad8ac468-d33a-4c22-836b-8433006e8aaa,TRUE,,22/05/2025 02:12
A000042110,f5091dd8-df07-47c9-8728-7deabb9202d0,TRUE,,27/05/2025 02:37
ABLE-WCH-PCP07,91f26e20-7ba6-44b6-bc09-67ad033c6208,TRUE,,28/05/2025 06:57
ACER-NITRO-5,af13a4c8-2b0f-428c-86f9-3ea1d72833c7,TRUE,,25/05/2025 17:43
ACLWEBNTS02,d0cb07cf-aeba-46fe-995b-ac11bf1d4bb9,TRUE,MicrosoftSense,27/05/2025 21:56
ACO,551b7a80-d95b-4c86-a76f-86842f6da061,TRUE,,26/05/2025 01:20
ACWDFS01,e1b2d4dd-0dc2-4fd7-ad33-332fc2ba54d5,TRUE,MicrosoftSense,21/05/2025 03:28
ACWLIC01,7bb46e44-481d-4428-a12b-1042a4be510f,TRUE,MicrosoftSense,17/05/2025 20:32
ACWPWCHE01,789a15a3-d3c8-46a8-969b-c17fa9c1a7e7,TRUE,MicrosoftSense,21/05/2025 22:10
AdamK,6669d99b-2245-49d0-8c1c-fa8c3e25c025,TRUE,,19/05/2025 18:32
ADGWEBDEV101CL,21648ff4-3ac1-4555-a1f5-2be1de18a4f7,TRUE,MicrosoftSense,23/05/2025 01:39
ADIntuneConnect,29852520-49d8-4341-babd-2bdddd9578a4,TRUE,,26/05/2025 13:41
ADLNASAV101,4f49833a-d26f-4cff-baf1-b2be58e45b96,TRUE,MicrosoftSense,21/04/2025 03:29
ADLPWC02,91d1504b-1487-49b2-8cda-73c32dc8f0ad,TRUE,MicrosoftSense,22/04/2025 12:29
ADLSVC101,91bd4d70-af9e-4eec-935a-00bfccf7d3b6,TRUE,,17/05/2025 20:18
ADLSVC102,f81c1754-a49f-4a15-b6d1-a8a5cb4442be,TRUE,,24/05/2025 05:58
Admin,b6774e5f-60b2-4c18-a8cd-905ed543355c,TRUE,,15/05/2025 05:59
Admin-PC,25db50be-4965-4705-b06d-61c4fb75bfdd,TRUE,,27/05/2025 06:19
AdrianXPS,4f5b5c9f-49a8-4042-935c-c711b8333440,TRUE,,16/05/2025 07:13
AF-Dell,a89f2096-4510-4bb1-bac6-05ebea3b8a1a,TRUE,,16/05/2025 15:46
AFTERSCHOK-FORGE-15S,440ad5f4-59af-48d7-bad7-d95d8238921f,TRUE,,14/05/2025 13:45
AGR-Engineering,5e22d9b8-6d7f-4258-aaf1-e863c7635441,TRUE,,21/05/2025 14:04
airmagnet01,84617577-9c89-4a8c-805f-a5a58dcb8461,TRUE,,17/05/2025 01:43
airpp01,7655bee6-ef05-4c72-a8b3-b559b1f4650d,TRUE,,20/05/2025 00:17
AKhoa-Nguyen,89832c02-3307-4f9e-82f8-b74936622e33,TRUE,,21/05/2025 11:55
aki27,4b39342d-ad4c-4b13-8bcc-54263a1cbc62,TRUE,,15/05/2025 06:30
AKLFS102,878edd80-01d5-41a0-ad2c-7a72b3e4132b,TRUE,MicrosoftSense,17/05/2025 23:04
AKLNASAV101,87a2beb9-56b3-4210-85d2-f4c7b2eac52c,TRUE,MicrosoftSense,16/05/2025 21:17
AKLOPS101,e7567fec-6f39-49e9-b51a-7b4d6bd504ff,TRUE,MicrosoftSense,22/05/2025 00:46
AKLPWC02,1b1b77d2-5172-4f42-83c0-125dbbb53022,TRUE,MicrosoftSense,23/05/2025 03:15
AKLSVC101,99c77995-a645-4790-8c2f-d36ce27175e7,TRUE,MicrosoftSense,18/05/2025 20:47
AKLVMLIC01,592768d1-ffdd-456d-8997-aed6c1509050,TRUE,MicrosoftSense,26/05/2025 20:53
AkshayEcoStruKt,9949ff45-a140-429f-96ff-895b9eb24b3b,TRUE,,16/05/2025 12:12
ALCS_DPC04,5d4f8b8f-0ba3-4df8-9ebd-abf697957db7,TRUE,,23/05/2025 05:11
Aless,8c0ca248-0851-489c-82fb-ae62de0321f0,TRUE,,26/05/2025 19:36
AlfrEcEo,924535a9-0729-425c-bb64-ffdedaa4c2fa,TRUE,,24/05/2025 15:02
Alisons_laptop,bb00c8df-4ba9-4ccf-a4bb-68fbd7c705b8,TRUE,,09/05/2025 17:19
alper,ef94bc18-8b76-439b-b34b-34fcacd1813f,TRUE,,06/05/2025 03:56
AM_Fractal,a569fc2f-9c72-402b-a0a1-1005ab4e555d,TRUE,,19/05/2025 13:12
AM_S8Pro,0b253392-2077-44a2-bb84-82103873c515,TRUE,,26/05/2025 12:16
AmadiPC,bb300bce-0f79-4d1a-80ea-b58e7d0e5b41,TRUE,,15/05/2025 14:05
AM-AK,ffd6ffb2-1e7f-4816-91b1-3da4bf27fd32,TRUE,,23/05/2025 16:35
Amia0606Lieb,ed9eaf78-538b-4df8-94af-7d0c7758310d,TRUE,,09/05/2025 18:49
AMRASRTEST04,2294033e-d7d5-4d40-b135-c73764218320,TRUE,MicrosoftSense,24/05/2025 19:39
AMRAVEXTSQL101,85eb1a66-8a13-41ad-ae3b-465103cbb3f3,TRUE,MicrosoftSense,21/05/2025 03:02
AMRCLARITY02,7edaba44-ca6e-43ac-b61f-fe2b98d642cc,TRUE,MicrosoftSense,14/05/2025 20:03
AMRCLARITY03,de1bfe68-92a4-4033-af2e-a829456786ad,TRUE,MicrosoftSense,18/05/2025 03:16
AMRCOMMSERVE,6b543f3b-2fb9-4766-b566-cb5ec699b41e,TRUE,MicrosoftSense,14/05/2025 22:38
AMRCVMA01,d7be1c8e-a3f2-4168-a6af-bb831332db34,TRUE,MicrosoftSense,20/05/2025 08:40
AMRIOCIRIS,b99bccc4-070d-49c2-abd4-273240bfbe4a,TRUE,MicrosoftSense,20/05/2025 03:04
AMRMFA101,0ebd0498-9915-4e24-8b62-f93528d16d6c,TRUE,MicrosoftSense,15/05/2025 02:03
AMRNETUTIL01,83f9d2f2-ce08-4ac5-b7e8-256fdf266a99,TRUE,MicrosoftSense,18/05/2025 05:03
AMRPDEPDMP101,cb43e703-e4fc-43fa-b244-8b67226db154,TRUE,,27/05/2025 20:06
AMRPDEPDMPD01,f8b15541-4d24-489d-baa9-738206ca9d01,TRUE,MicrosoftSense,26/05/2025 22:43
AMRPWAUTO01,b90fa3b4-7f13-46e5-b7a5-6f035ab6ed1f,TRUE,MDM,05/05/2025 14:53
AMRSEC02,2a5f2563-abcb-4a91-910d-4b0520885d53,TRUE,MicrosoftSense,24/05/2025 07:23
AMRSWNPM103,d6a656f4-ac25-4c7f-bcf2-1d239102b940,TRUE,,23/05/2025 05:24
AMRSWNPM104,552f73c6-35bb-4cb4-94d6-99df9f94bf44,TRUE,,23/05/2025 01:36
AMRSWNPM105,2eee0e53-ba8e-41d0-b0b7-0e53da08a49e,TRUE,,23/05/2025 22:40
AMRSWNPM106,6c93ff6c-da25-4269-af0d-2d72c6a477a2,TRUE,,23/05/2025 23:30
AMRUCUTIL101,53a02b61-f4f3-489d-965c-ad442427c91a,TRUE,MicrosoftSense,18/05/2025 23:51
AMSDFS01,a4904006-3cc9-4c24-b4eb-2d593a5ecb5d,TRUE,MicrosoftSense,22/05/2025 16:42
AMSLIC03,c041be59-d18d-4edf-9bcf-843aa501a9df,TRUE,MicrosoftSense,20/05/2025 00:05
AMSPRINT02,f4c8f08a-a70e-4cb1-a59d-f37c02d2f0dc,TRUE,MicrosoftSense,24/04/2025 00:23
AMSPWCHE01,2cf523f6-cde2-4021-a323-935076883362,TRUE,MicrosoftSense,19/05/2025 09:41
AMSVMLOCAL,8789931d-72d2-4741-a1a7-527137ba2d40,TRUE,,20/05/2025 13:23
am-temp11eec2b5,47b18cff-99cf-43d5-804e-e5039cc03675,TRUE,MicrosoftSense,24/05/2025 22:09
am-temp1d4f22ff,fd932ae4-ff7f-437f-8724-12c3250ca5dc,TRUE,MicrosoftSense,25/05/2025 17:58
am-temp2e8bfe70,8b8e7bd4-d428-4fc9-9072-a7b784aeefbc,TRUE,MicrosoftSense,25/05/2025 23:54
am-temp53faf311,6b92fe94-d729-4d5c-bc58-1a45b2e590e2,TRUE,MicrosoftSense,27/05/2025 03:53
am-temp739c5eb3,c4e4623d-90ba-47e9-a2fd-ee8e6e561e4c,TRUE,MicrosoftSense,24/05/2025 18:05
am-temp770c781c,a0babcfd-1eff-408d-9f6e-39d65178cff5,TRUE,MicrosoftSense,26/05/2025 20:15
am-temp775eaa3b,51ba58f7-f393-4586-8db3-042641351ea5,TRUE,MicrosoftSense,25/05/2025 20:49
am-tempa1e9b9dd,724c6d47-6d45-4660-9097-35245610698e,TRUE,MicrosoftSense,25/05/2025 11:02
am-tempe1f50a1a,d103b9ec-8c8d-4489-9a90-c8a46d95bbaa,TRUE,MicrosoftSense,25/05/2025 20:28
am-tempeea274f3,d8e6c0d3-5a89-46fb-8f44-ad6695d83680,TRUE,MicrosoftSense,25/05/2025 15:24
am-tempf5d1c4a9,60aa116e-7092-453b-aa9d-091251c6ad4a,TRUE,MicrosoftSense,21/05/2025 04:59
amxgislic01,f393c099-87d2-4f84-b84b-f12ac8d60fca,TRUE,MicrosoftSense,26/05/2025 03:18
AMXNDES01,9f00b1c4-ab0c-437a-acb7-7f5857d2a5d0,TRUE,MicrosoftSense,20/05/2025 02:13
AMXRWA02,8374151d-239c-4c62-88ef-d3e241cee064,TRUE,MicrosoftSense,17/05/2025 05:17
Andrew,9fd42287-7594-49aa-bb94-a2c44920feb7,TRUE,,19/05/2025 07:29
ANDREWMOLEDB0F,8563bd70-2b7f-4e4a-8d03-a7efea45de4e,TRUE,,21/04/2025 09:04
Andy_SP9,bb9f0963-9f60-4ae4-976f-18ac4bea2b17,TRUE,,16/05/2025 16:33
ANDY2023,17631114-ba83-4427-a26c-85e18b0f3cc6,TRUE,,25/05/2025 03:09
Andy-Dell-3060,e6cc5b0c-f994-40c9-9969-3652fbef2eb6,TRUE,,25/05/2025 15:01
Anna_Laptop,db253828-0e84-40a6-bf80-946cf7c91eeb,TRUE,,23/05/2025 19:30
Anna-Laptop,c145578e-02f4-430e-8d69-5e7ce9c72fdb,TRUE,,20/05/2025 18:14
ANNISA-NDU75RNH,65575c1e-4be0-4ee7-bfa9-4d7af1aadfcb,TRUE,,04/05/2025 01:32
Antec-VSK10,0bb1c552-42a3-46ec-846b-01e9f7981bf4,TRUE,,16/05/2025 12:00
anx200,a802002f-2f81-4806-a65f-a499167e9d6a,TRUE,,18/05/2025 01:26
AOLL43KBCB6ALJD,1bf2ea8a-ac49-4ae8-9c58-61352c1cf027,TRUE,,17/05/2025 01:26
APOLLO,fb1789f1-2334-4e9e-9590-f57efd7262e7,TRUE,,24/05/2025 11:26
APPSTOREPROD01,7e21eb57-1392-42f4-90ae-1fd55f96067b,TRUE,MicrosoftSense,19/05/2025 20:54
AprilMae,dedbbecc-4082-4fbc-b7c6-6073afe65a53,TRUE,,17/05/2025 06:36
ArashSPro,b52a8555-08f9-4dd2-858c-08526f1ed3ba,TRUE,,18/05/2025 12:04
ARE1,8d7a6b04-72c0-4285-ba0c-14a0c1a07859,TRUE,,21/05/2025 10:13
ARE4,6c855891-67bd-4c39-8756-98365f83a06f,TRUE,,22/05/2025 20:43
ARE-Ruby,7d990025-c56d-496d-966e-7c0af8ef9d26,TRUE,,26/05/2025 00:54
Armstrong,78ed0f83-e727-42ef-a379-01dadb63297a,TRUE,,24/05/2025 11:01
Artemis,10d35c30-9192-48d0-a8a9-799fd34587b8,TRUE,,26/04/2025 04:39
Arup,b6a4b4d3-7acc-4564-b2fa-0a616963182d,TRUE,,26/05/2025 07:04
ARUP-ACCS-NEW,d2008d74-5b2d-429d-a64f-063ab28545ac,TRUE,MicrosoftSense,19/05/2025 01:36
ARUPAUTOHYBRIDV,5451672b-cf2d-4e6b-baf3-5ce70e70b110,TRUE,MicrosoftSense,09/05/2025 23:18
ARUP-Marco,0c5e4cb5-d6d5-418a-a965-722cf5c8506c,TRUE,,17/05/2025 13:02
ARUP-MTL01,f3342978-8561-45bf-b251-de080249c767,TRUE,,18/05/2025 04:36
ARUPRAP101,a0bc1d6d-60fa-48e3-83a2-4172c0590344,TRUE,MicrosoftSense,20/05/2025 01:58
arup-wentx-p006,3eabf63c-9b8f-43c9-990c-3e4ca4936496,TRUE,,28/05/2025 22:24
arup-wentx-p007,77270ccc-92f0-4790-8c91-ab6a9addc963,TRUE,,18/05/2025 00:23
arup-wentx-p008,d753a87e-5c6b-4cc5-9f60-f9da27c464d8,TRUE,,22/05/2025 00:51
arup-wentx-p009,0b50256b-9caf-4da9-9e4b-aa9eb0abb823,TRUE,,23/05/2025 00:58
arup-wentx-p010,3495ecde-1f65-4160-9339-7d57ea397aab,TRUE,,21/05/2025 00:43
arup-wentx-p011,6a3048a4-a9b6-4bb8-b9dd-4b039f42f51e,TRUE,,22/05/2025 03:03
arup-wentx-p012,dad0bafe-c506-4d75-9a32-a912e0e354c8,TRUE,,17/05/2025 01:29
arup-wentx-p013,998ccabe-ca5f-4191-b28b-f94e158f8698,TRUE,,25/05/2025 13:48
arup-wentx-p014,657f1178-7699-4eff-ade2-cbb34848a732,TRUE,,14/05/2025 09:06
arup-wentx-p016,1c19ad56-407f-49d0-b68e-087eab666358,TRUE,,20/05/2025 14:59
arup-wentx-p018,f818ed36-a995-4725-b056-a6999bc9cf73,TRUE,,22/05/2025 00:24
arup-wentx-p021,e61e376f-6610-4c38-9746-10d5ee6652ec,TRUE,,28/05/2025 12:19
arup-wentx-p022,05cb5069-f0c8-43d7-9d7c-81675c231218,TRUE,,16/05/2025 04:48
arup-wentx-p024,b33f16e3-ffdf-49a8-9d12-e09a165809f9,TRUE,,26/05/2025 01:08
arup-wentx-p025,dd5ad38b-a808-49e1-b524-37428d4e35ba,TRUE,,28/05/2025 09:00
arup-wentx-p027,f8e65247-8f42-472b-bf07-03c19bb945f0,TRUE,,27/05/2025 02:50
arup-wentx-p028,f84c4891-378c-4e39-a472-c1e51c8615f3,TRUE,,26/05/2025 00:59
arup-wentx-p029,56c65a32-cc95-46a9-b986-660ac0205b31,TRUE,,16/05/2025 08:42
arup-wentx-p030,fabd4f03-8d3d-4f6c-995f-71951e9dbabc,TRUE,,23/05/2025 10:37
arup-wentx-p031,3ea286ff-9541-4564-9ec1-a42273838222,TRUE,,21/05/2025 00:59
arup-wentx-p033,2d047cbb-3c96-4165-9eff-43785c8f6f65,TRUE,,21/05/2025 01:02
arup-wentx-p036,15b99103-9e5e-4e16-91d7-6a3b057d30cd,TRUE,,23/05/2025 00:21
arup-wentx-p037,e758bd63-5bf3-4e98-879d-5295369801b5,TRUE,,21/05/2025 08:49
arup-wentx-p038,3102f377-a3b3-430c-af76-0de2a1df524c,TRUE,,24/05/2025 00:26
arup-wentx-p039,e3633d11-ad28-4e3b-a04d-7c23082cea80,TRUE,,22/05/2025 00:07
arup-wentx-p040,b389de92-c88f-4703-a05d-f6cc590a33f2,TRUE,,16/05/2025 01:27
arup-wentx-p042,e78a0521-6912-4c76-93cd-b213a15c5d1e,TRUE,,23/05/2025 00:44
arup-wentx-p044,754601b9-b933-447a-8e0d-a473dac2f927,TRUE,,16/05/2025 04:34
arup-wentx-p045,ad1ca96d-5148-4f30-813d-cd59542492d4,TRUE,,22/05/2025 00:40
arup-wentx-p046,043b67eb-5b78-4961-939d-ee44b54d131c,TRUE,,27/05/2025 08:25
arup-wentx-p047,8cdcc957-79c0-4e43-bd71-a653d62ecac1,TRUE,,14/05/2025 23:50
arup-wentx-p048,e4d9f4c9-c2bd-4eb3-916e-053248f9f7d1,TRUE,,22/05/2025 00:28
arup-wentx-p049,544229f3-6515-4a25-af7e-b32aee3fd547,TRUE,,23/05/2025 09:00
arup-wentx-p050,ff63c383-4feb-4646-acdb-31de3f8d97c7,TRUE,,26/05/2025 00:39
arup-wentx-p051,cf6df602-0cc0-462e-82f8-f533adf2755c,TRUE,,23/05/2025 05:09
arup-wentx-p052,53145015-998f-4518-878a-1791874b5ef3,TRUE,,22/05/2025 03:54
arup-wentx-p053,d936b803-6821-4724-a07b-141a05097121,TRUE,,23/05/2025 06:54
arup-wentx-p054,8a7752ca-8126-4724-9c8f-8a27784346a9,TRUE,,22/05/2025 00:39
arup-wentx-p055,a0aa34c9-2790-40a9-8c5a-f6d3c9934b73,TRUE,,21/05/2025 00:41
arup-wentx-p056,e4786d6c-807b-4e20-a2df-25abce46f99a,TRUE,,21/05/2025 04:13
arup-wentx-p057,7072a3b0-15c3-414a-92a2-07d2d2dcbc43,TRUE,,22/05/2025 09:24
arup-wentx-p058,1eb2a35e-cb3c-4cec-b246-81b7924b485d,TRUE,,20/05/2025 14:08
arup-wentx-p059,d0d2e221-5d08-45ac-bc46-e25621779103,TRUE,,22/05/2025 01:32
arup-wentx-p060,b1d7e59b-e662-4c52-bdba-fb3e38b5ce6a,TRUE,,27/05/2025 00:14
arup-wentx-p062,2e707010-d171-4717-b65a-c781ad0b23cb,TRUE,,23/05/2025 08:35
arup-wentx-p063,20b458bf-0aee-4732-bf52-bd87019e4e94,TRUE,,14/05/2025 09:13
arup-wentx-p064,c2a7960b-65cd-4fb3-aee1-ff0838780c39,TRUE,,20/05/2025 04:24
arup-wentx-p066,89c45733-e6cd-4fa2-881c-a597acefc82f,TRUE,,20/05/2025 13:04
arup-wentx-p067,b4c3e155-382d-4642-b763-74dd1ad26c86,TRUE,,16/05/2025 09:06
arup-wentx-p068,9c04e714-caff-45e8-ad3b-049aa50b4e71,TRUE,,23/05/2025 08:02
arup-wentx-p073,93eecf8c-6960-4793-ade5-724ed562a42b,TRUE,,27/05/2025 13:36
arup-wentx-p074,9172e3f4-bb5c-4403-9fe9-657dbfb3de0b,TRUE,,16/05/2025 06:34
arup-wentx-p075,f4de9d27-b17a-4631-9392-945aa7543aed,TRUE,,20/05/2025 11:53
arup-wentx-p076,67def47d-b4e2-4a2d-ab1f-eeebc93f0097,TRUE,,26/05/2025 01:28
arup-wentx-p077,2cbb3348-f3b3-4aec-bd7a-760fb03f087e,TRUE,,26/05/2025 00:43
arup-wentx-p078,edcd136f-e84b-4e0d-8d9b-88a88b08e034,TRUE,,22/05/2025 01:23
arup-wentx-p079,d31931cf-3c05-4624-b821-912504eb6297,TRUE,,26/05/2025 00:59
arup-wentx-p080,d25a9057-a67c-4566-a474-9a699d7681ec,TRUE,,20/05/2025 03:05
arup-wentx-p081,19788ffb-831e-4326-aa80-8158514a86eb,TRUE,,07/05/2025 05:06
arup-wentx-p082,db89a0d7-1292-441c-beb6-a1dac557622a,TRUE,,30/04/2025 06:58
arup-wentx-p083,f2e21405-ce4e-4ed1-8d98-0ee0c66d6bb9,TRUE,,26/05/2025 01:02
arup-wentx-p084,1c17254b-531d-4c09-b908-0ce832c07292,TRUE,,20/05/2025 05:06
arup-wentx-p085,986379f4-6f61-4493-8cf3-bb90cb85ba4f,TRUE,,20/05/2025 05:36
arup-wentx-p087,68cd24b5-4746-4525-a69b-1c1af6725820,TRUE,,16/05/2025 08:07
arup-wentx-p089,e2769791-3ed9-462b-be59-8b5fb81bd861,TRUE,,27/05/2025 00:43
arup-wentx-p090,519f9c20-7359-4808-be72-a2fc61daa137,TRUE,,22/05/2025 01:09
arup-wentx-p091,fc634332-d272-45a1-90e0-7375995b5a4f,TRUE,,22/05/2025 06:31
arup-wentx-p092,858a1eaf-7ffb-4334-affd-ae77636dadd9,TRUE,,20/05/2025 07:44
arup-wentx-p093,72ab39ab-3327-436f-8613-36da862a39f7,TRUE,,18/05/2025 12:44
arup-wentx-p095,bdf832b7-dc8d-4414-8aad-c6a8b8fd9ced,TRUE,,22/05/2025 09:50
arup-wentx-p096,0d369dc7-4ea3-48c2-9fa3-e6995a1c67da,TRUE,,24/05/2025 11:18
arup-wentx-p099,917c4406-3a4d-4b4b-a207-a76e357bc7e0,TRUE,,16/05/2025 05:15
arup-wentx-p100,6358ec96-9672-4bad-85a0-f63c28e56229,TRUE,,15/05/2025 01:03
arup-wentx-p101,5b62cdc3-657e-4af5-b30f-f7541de430f2,TRUE,,21/05/2025 02:05
arup-wentx-p103,9d152d5d-2cf4-4dd1-ac49-da7cabc68498,TRUE,,22/05/2025 00:34
arup-wentx-p108,9d7825d9-74ac-42b6-85cc-742308872070,TRUE,,27/05/2025 01:27
arup-wentx-p111,a3cf3fd9-de6b-4df0-8fd7-d38d3cbc02d6,TRUE,,09/05/2025 13:20
arup-wentx-p112,776c4ca9-e2e3-48ac-8377-6d287214ee55,TRUE,,24/05/2025 00:51
arup-wentx-p121,ece0a794-b665-454f-ba88-40de36a4596e,TRUE,,21/05/2025 05:36
arup-wentx-p123,174223b9-d1b1-4fb5-aa36-969648b4044c,TRUE,,24/05/2025 02:21
arup-wentx-p127,6995b7e7-b47f-4c57-a549-bb7f3edebbe2,TRUE,,20/05/2025 04:57
