MessageID,Verdict,Received
<20251003121534BF74D8ACCB$E21ABF3C47@poltekkes-pdg.ac.id>,scam,2025-03-14T21:11:40Z
<174198653943.374.2565299281487088761@tradesmart24.pl>,phishing,2025-03-14T21:10:08Z
<096d51b3-df9d-48a8-b5e6-20be055c5f3d@mtl-mta03-out2>,phishing,2025-03-14T21:05:13Z
<202503142048.52EKk01Z032036@mail.deesse.co.kr>,scam,2025-03-14T21:05:03Z
<202503142048.52EKk01Z032036@mail.deesse.co.kr>,scam,2025-03-14T21:05:02Z
<20250314210441.ce3a44cd032aaade@business3.theinsurancequoter.com>,phishing,2025-03-14T21:04:46Z
<249ce28e-130a-4d01-ba1c-cec7eb3ec479@mtl-mta03-out2>,phishing,2025-03-14T20:55:47Z
<PH0PR16MB4134A5BB493A6E505D0E4346D6D22@PH0PR16MB4134.namprd16.prod.outlook.com>,phishing,2025-03-14T20:51:32Z
<202503142034.52EKWrED023406@mail.deesse.co.kr>,scam,2025-03-14T20:51:20Z
<202503142034.52EKWrJc023405@mail.deesse.co.kr>,scam,2025-03-14T20:51:20Z
<202503142034.52EKWrJc023405@mail.deesse.co.kr>,scam,2025-03-14T20:51:20Z
<202503142034.52EKWrED023406@mail.deesse.co.kr>,scam,2025-03-14T20:51:20Z
<202503142034.52EKWrRs023418@mail.deesse.co.kr>,scam,2025-03-14T20:51:19Z
<202503142034.52EKWr6h023430@mail.deesse.co.kr>,scam,2025-03-14T20:51:19Z
<202503142034.52EKWrY0023404@mail.deesse.co.kr>,scam,2025-03-14T20:51:19Z
<202503142034.52EKWrRs023418@mail.deesse.co.kr>,scam,2025-03-14T20:51:19Z
<202503142034.52EKWrVW023416@mail.deesse.co.kr>,scam,2025-03-14T20:51:18Z
<202503142034.52EKWr7s023423@mail.deesse.co.kr>,scam,2025-03-14T20:51:18Z
<202503142034.52EKWrVW023416@mail.deesse.co.kr>,scam,2025-03-14T20:51:18Z
<202503142034.52EKWrVW023416@mail.deesse.co.kr>,scam,2025-03-14T20:51:18Z
<202503142034.52EKWr7s023423@mail.deesse.co.kr>,scam,2025-03-14T20:51:18Z
<202503142034.52EKWrbm023419@mail.deesse.co.kr>,scam,2025-03-14T20:51:17Z
<202503142034.52EKWrfp023431@mail.deesse.co.kr>,scam,2025-03-14T20:51:17Z
<202503142034.52EKWrbm023419@mail.deesse.co.kr>,scam,2025-03-14T20:51:17Z
<202503142034.52EKWrfp023431@mail.deesse.co.kr>,scam,2025-03-14T20:51:17Z
<202503142034.52EKWraU023415@mail.deesse.co.kr>,scam,2025-03-14T20:51:16Z
<202503142034.52EKWraU023415@mail.deesse.co.kr>,scam,2025-03-14T20:51:16Z
<202503142034.52EKWrPZ023427@mail.deesse.co.kr>,scam,2025-03-14T20:51:15Z
<202503142034.52EKWrY0023404@mail.deesse.co.kr>,scam,2025-03-14T20:51:14Z
<202503142034.52EKWrPZ023427@mail.deesse.co.kr>,scam,2025-03-14T20:51:13Z
<mid-b0218aaa65cb482d2cf75683db7b6d8f-1553@home.hevenlyyhome.com>,phishing,2025-03-14T20:51:03Z
<B6.9B.22272.09694D76@i-0705d7c6360633720.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-14T20:50:29Z
<174197223136.374.9492348794196544713@dataworld24.pl>,phishing,2025-03-14T20:49:21Z
<174198470038.466.7807916354898414179@leadmaxx.pl>,phishing,2025-03-14T20:48:13Z
<785955873.202503142147@viziamail.com>,phishing,2025-03-14T20:47:28Z
<aceb1f70-b710-4828-827c-a94be837905c@mtl-mta03-out2>,phishing,2025-03-14T20:47:23Z
<174198505231.466.10726096104604085588@leadmaxx.pl>,phishing,2025-03-14T20:44:17Z
<d9d7265ea6a8da1073ad202ebb0feae131a7a3af@ccpconference.net>,phishing,2025-03-14T20:44:16Z
<174196776167.374.1542162743206248341@biznetglobal.pl>,phishing,2025-03-14T20:43:31Z
<174198425070.12152.12858030679548251311@shopboardpro.pl>,phishing,2025-03-14T20:41:36Z
<174198424388.12152.4089798184605008764@shopboardpro.pl>,phishing,2025-03-14T20:41:26Z
<174198425521.12152.13396766671269939167@shopboardpro.pl>,phishing,2025-03-14T20:41:25Z
<174198423030.12152.11308730992777643659@shopboardpro.pl>,phishing,2025-03-14T20:41:12Z
<174198419424.12152.13955616927707833784@shopboardpro.pl>,phishing,2025-03-14T20:40:55Z
<174198414051.12152.3855670585937896889@shopboardpro.pl>,phishing,2025-03-14T20:40:29Z
<174198416239.12152.7976439677367227117@shopboardpro.pl>,phishing,2025-03-14T20:40:23Z
<CACckKh6zZBy3=v9fTbzwkNJ8Onz4Xq0iHZVmsCjoTspuDfegHw@mail.gmail.com>,scam,2025-03-14T20:40:08Z
<174198399197.12152.8132573727121956648@shopboardpro.pl>,phishing,2025-03-14T20:39:53Z
<174198405563.12152.9644475472505218614@shopboardpro.pl>,phishing,2025-03-14T20:39:42Z
<174198405192.12152.7370227523999052642@shopboardpro.pl>,phishing,2025-03-14T20:39:42Z
<174198397165.12152.5245547386266623635@shopboardpro.pl>,phishing,2025-03-14T20:38:44Z
<174198397154.12152.7697227255608179225@shopboardpro.pl>,phishing,2025-03-14T20:38:33Z
<174198362589.12152.11722657971158617993@shopboardpro.pl>,phishing,2025-03-14T20:35:04Z
<20250314203345.f46903bfd519767e@business1.theinsurancequoter.com>,phishing,2025-03-14T20:34:57Z
<91535fe6-594b-4c17-9b8c-273ca6051d87@mtl-mta03-out2>,phishing,2025-03-14T20:34:32Z
<47be30fd-521d-478f-b454-7c8504b37bdc@mtl-mta03-out2>,phishing,2025-03-14T20:34:29Z
<B9.0E.44245.CCA84D76@ccg13mail04>,scam,2025-03-14T20:33:24Z
<76ce703c-1ea1-4511-a704-8c42f0182640@mtl-mta03-out2>,phishing,2025-03-14T20:30:00Z
<3efc0a26-d9eb-4700-8654-427622e18027@mtl-mta03-out2>,phishing,2025-03-14T20:29:13Z
<60b15971-f5b7-4716-8116-12fedba7ddc6@mtl-mta03-out2>,phishing,2025-03-14T20:28:47Z
<174198323939.12152.14706713037054249763@shopboardpro.pl>,phishing,2025-03-14T20:28:26Z
<174198327469.12152.11555079020330639536@shopboardpro.pl>,phishing,2025-03-14T20:28:23Z
<174198317582.12152.1105107843872771937@shopboardpro.pl>,phishing,2025-03-14T20:27:09Z
<174198319526.12152.5006428751467952236@shopboardpro.pl>,phishing,2025-03-14T20:26:31Z
<174198314438.12152.6066795598447888686@shopboardpro.pl>,phishing,2025-03-14T20:25:59Z
<174198314438.12152.6066795598447888686@shopboardpro.pl>,phishing,2025-03-14T20:25:59Z
<20250314202447.19e5495a520313b9@mca1.creditformerchants.co.uk>,phishing,2025-03-14T20:24:53Z
<16ea9c6f-416a-48b8-bbbe-c0a800767cc5@mtl-mta03-out2>,phishing,2025-03-14T20:24:34Z
<174198307259.12152.9932396918756739702@shopboardpro.pl>,phishing,2025-03-14T20:24:02Z
<CAPbDu5vSeFzfDdhS1iQ2Pz=Qa=CuJLM_MZsgWkqaRu0kRQo9Sw@mail.gmail.com>,scam,2025-03-14T20:22:36Z
<0ddf65e9-1e6b-49ae-8324-7398887b1038@iad4s13mta1382.xt.local>,bec,2025-03-14T20:21:48Z
<CANWGUePeB9Gi9UR+1gJL2QCRwK4m2=quQkdBF73Mv9=dA2vfXw@mail.gmail.com>,scam,2025-03-14T20:20:41Z
<174198282776.12152.3683201297630968243@shopboardpro.pl>,phishing,2025-03-14T20:20:09Z
<68.D2.22338.27F84D76@i-0f41df02429c88434.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-14T20:20:07Z
<174198273787.12152.14543078537703446009@shopboardpro.pl>,phishing,2025-03-14T20:18:53Z
<20250314201749.198ee202ce1800b1@business1.theinsurancequoter.com>,phishing,2025-03-14T20:17:56Z
<autogen-java-6f54e3ba-9377-4d6a-a656-e0acd02d0da5@google.com>,phishing,2025-03-14T20:17:38Z
<4072ce6a-1bdb-4cfc-92dd-512f1df22c83@mtl-mta03-out2>,phishing,2025-03-14T20:16:34Z
<20250314201552.e5cd2358c972ec20@business1.theinsurancequoter.com>,phishing,2025-03-14T20:16:11Z
<mid-d720feb315ce839f8d505bb4e211caff-2389@tech.travtechnews.com>,phishing,2025-03-14T20:15:22Z
<59ec6aa0-0d09-41ed-a369-3c35e20b14ac@iad4s13mta1384.xt.local>,bec,2025-03-14T20:13:25Z
<20250314201246.3dc76b5e7aa4c95a@business1.theinsurancequoter.com>,phishing,2025-03-14T20:13:16Z
<B9.0E.44245.CCA84D76@ccg13mail04>,scam,2025-03-14T20:10:26Z
<a45e59fb-17c0-4431-924a-d50654710d4b@iad4s13mta1388.xt.local>,bec,2025-03-14T20:06:30Z
<c393f06c-3a48-4711-89c6-3a2771f44a61@mtl-mta03-out2>,phishing,2025-03-14T19:58:22Z
<1741982220276.HSBC.estatement.and.eadvice.1003853554.2525096.9827639760@notification.hsbc.com.hk>,bec,2025-03-14T19:57:35Z
<20250315045551.F7E55D9577AAA9C3@live.com>,scam,2025-03-14T19:56:48Z
<ad1d1e6e-df79-43dd-b2f0-a046166bdf62@iconfcms.org>,bec,2025-03-14T19:55:56Z
<8997aca4d15def313d51d21b6447697b@diamaju.com>,scam,2025-03-14T19:52:16Z
<18d46a52-fa69-45c7-8a40-20fbba869582@mtl-mta03-out2>,phishing,2025-03-14T19:48:04Z
<20250314194746.6fe6e72a00cc568a@business1.theinsurancequoter.com>,phishing,2025-03-14T19:47:51Z
<CAD82PLVTRkRw5FyHKt7Shbu5Xt=Ani8qVJ6OybDbV=D9q_9mrg@mail.gmail.com>,scam,2025-03-14T19:46:29Z
<CAD82PLVTRkRw5FyHKt7Shbu5Xt=Ani8qVJ6OybDbV=D9q_9mrg@mail.gmail.com>,scam,2025-03-14T19:46:28Z
<05c41573-4c1e-44b3-a298-89ff98ae7812@mtl-mta03-out2>,phishing,2025-03-14T19:43:25Z
<b29b9c07-2862-4c7a-9e57-3e1bb755fc10@AM3PEPF00009BA0.eurprd04.prod.outlook.com>,scam,2025-03-14T19:42:57Z
<36ce8089-2937-4d9a-9e18-b54b7d832c52@mtl-mta03-out2>,phishing,2025-03-14T19:41:50Z
<e1b47f2f-e3ba-4632-9d79-4c253244575e@mtl-mta03-out2>,phishing,2025-03-14T19:41:30Z
<2ab7238c-2d08-4442-9439-5585cd0c7e43@mtl-mta03-out2>,phishing,2025-03-14T19:39:49Z
<20250314123846.375B7959F0C6DFD9@victechapp-moblet.click>,scam,2025-03-14T19:38:49Z
<ccf8cd4d-8f9b-4a0e-be63-98dbb38c2270@iad4s13mta1384.xt.local>,bec,2025-03-14T19:37:52Z
<e3b351f7-e5bc-4211-8b9e-404527d894fc@mtl-mta03-out2>,phishing,2025-03-14T19:36:59Z
<174198055994.43406.2333880359677021894@MN2PR14MB4079.namprd14.prod.outlook.com>,bec,2025-03-14T19:29:28Z
<174198053503.43406.14266395282765642458@MN2PR14MB4079.namprd14.prod.outlook.com>,bec,2025-03-14T19:29:03Z
<174198049998.43406.17743349791197598143@MN2PR14MB4079.namprd14.prod.outlook.com>,bec,2025-03-14T19:28:30Z
<7c9d072e-eb78-4251-9160-b193f20faa86@mtl-mta03-out2>,phishing,2025-03-14T19:25:04Z
<20250314192256.2b5b66b8a163eac5@business2.theinsurancequoter.com>,phishing,2025-03-14T19:23:14Z
<ff35155c-da6e-4114-a6b8-df0817ac91cd@mtl-mta03-out2>,phishing,2025-03-14T19:21:51Z
<mid-4855e91b08b53aadc9dbf158a1dd0e54-2584@event.offergoodeventtou.com>,phishing,2025-03-14T19:20:48Z
<20250314191758.f065c129a41b9540@business2.theinsurancequoter.com>,phishing,2025-03-14T19:19:33Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:18:20Z
<3508d8ca-7a2f-4bc0-a160-83b04d9c33f5@DU2PEPF00028D0A.eurprd03.prod.outlook.com>,bec,2025-03-14T19:17:39Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:15:31Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:15:03Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:14:27Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:12:20Z
<894fd6e7-7e04-477c-be02-a57b0f61fb78@convertmyloan.com>,phishing,2025-03-14T19:11:43Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:11:18Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:10:51Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:10:12Z
<CAEO_PpC6Q9kiTKw6e1NAS1LdaynsP2Z9-74Oc-s5D=6P5e9CWA@mail.gmail.com>,phishing,2025-03-14T19:09:57Z
<20250314190856.244a57976ec68f0b@business2.theinsurancequoter.com>,phishing,2025-03-14T19:09:01Z
<20250314190414.a79626177b67dca3@business1.theinsurancequoter.com>,phishing,2025-03-14T19:04:19Z
<2ac5b91c-bc2a-43dc-9e59-1e7841e949c1@mtl-mta03-out2>,phishing,2025-03-14T19:02:04Z
<0100019596086632-3ac4f6be-16b3-4e5d-97eb-d78568aaca28-000000@email.amazonses.com>,phishing,2025-03-14T19:02:02Z
<0100019596075cdd-edaf3b6a-3b9a-485b-a84e-ba17e504547c-000000@email.amazonses.com>,scam,2025-03-14T19:00:26Z
<0100019596075cdd-edaf3b6a-3b9a-485b-a84e-ba17e504547c-000000@email.amazonses.com>,scam,2025-03-14T19:00:26Z
<65ef6c6d43e6c50ad5ccc9c984f7a91a@salaryquotes.com>,malicious,2025-03-14T18:55:22Z
<6383ccb3-6973-4b5c-9319-01c17a22c26a@mtl-mta03-out2>,phishing,2025-03-14T18:54:28Z
<1_jGpP4RHX6Md@boletinesv3.hyperionat.com>,phishing,2025-03-14T18:52:08Z
<1ZJV.8VV6X.6181561133A08D583BHBM26BCED2EA26C8E249.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:06Z
<1ZJV.8VV6X.D8FDD8465B759E29DXRB8QEE32C106AD966F33.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:06Z
<1ZJV.8VV6X.42382C6D00A0C3EBPZSF0G00D3220F7054339B.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:05Z
<1ZJV.8VV6X.F8B7FF6E5D1EA66EDXRDQC21CDD0DAB1D5A84D.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:04Z
<1ZJV.8VV6X.91F05A48054F679D3BHBLO2B3AD9B174F440FD.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:03Z
<1ZJV.8VV6X.2251C4857B9F4110DXRBLC9C255CACC3629896.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:51:02Z
<1ZJV.8VV6X.2FB88F8902447FAD18RUUX8ECD489E8C5D5EB3.97a0b7e6-8f48-4304-a4dc-7867dad684b3@aip-info.org>,scam,2025-03-14T18:50:59Z
<5fdd98d8-c316-4c3a-a4d7-82f2c968da27@mtl-mta03-out2>,phishing,2025-03-14T18:50:25Z
<20250207141332.603FF21D8F626@peru.hulw.ufpb.br>,scam,2025-03-14T18:48:38Z
<YT2PR01MB8725F230A569E5748EF23D2AEBD22@YT2PR01MB8725.CANPRD01.PROD.OUTLOOK.COM>,scam,2025-03-14T18:47:53Z
<e0d9b0db-ffae-4f55-a7cc-f151b6ea7694@iad4s13mta1384.xt.local>,bec,2025-03-14T18:47:21Z
<0102019595fac485-910aecdc-4052-450a-9313-b2513d97b847-000000@eu-west-1.amazonses.com>,scam,2025-03-14T18:46:37Z
<494ef0ad-aad8-4d38-861a-dbb4dc23c4c0@iad4s13mta1384.xt.local>,bec,2025-03-14T18:46:31Z
<03d283d5-c9f1-4b01-aba7-49721fd47e28@mtl-mta03-out2>,phishing,2025-03-14T18:45:40Z
<e676672f-cdb4-48e1-b17a-cceec9913950@mtl-mta03-out2>,phishing,2025-03-14T18:45:05Z
<97f0640e-b01b-4774-aaed-bce7c211bcbc@mtl-mta03-out2>,phishing,2025-03-14T18:43:16Z
<67d478b09306e_13b0ba7811984f@core-main-sidekiq-default-598d5dfbc6-8xdk5.mail>,phishing,2025-03-14T18:43:02Z
<67d478b08a513_1376390c1196e4@core-main-sidekiq-default-598d5dfbc6-8xdk5.mail>,phishing,2025-03-14T18:43:01Z
<8f2f0588-9e80-42bb-9984-240c14a0b6a6@iconfeees.org>,bec,2025-03-14T18:40:00Z
<CAHLQCB6K_iJcnez=Q6Je4=PQP_2kjruS3nUbCHD2VDQ=0sPs9Q@mail.gmail.com>,scam,2025-03-14T18:39:47Z
b0c6f86d-7db2-48c9-a289-d3ea13250912@loly3afa,scam,2025-03-14T18:39:09Z
<825fe0a0-bea1-438e-8cab-17f95f1ccfab@convertmyloan.com>,phishing,2025-03-14T18:37:09Z
<d64d68f6-86b6-4bc8-87f5-a2ea10115327@mtl-mta03-out2>,phishing,2025-03-14T18:36:07Z
<dbdb0c63-6e62-4cba-8c42-1d72834fbe8f@mtl-mta03-out2>,phishing,2025-03-14T18:30:42Z
<20250207115240.F0E0822687E03@peru.hulw.ufpb.br>,scam,2025-03-14T18:30:21Z
<SA9PR09MB5135F5786CE2CB7926A86EE7E6D22@SA9PR09MB5135.namprd09.prod.outlook.com>,scam,2025-03-14T18:30:02Z
<d616466e-116b-4cbd-90fd-993aec6d146c@mtl-mta03-out2>,phishing,2025-03-14T18:28:18Z
<7073860512444840@delivery.onlinetranings.com>,scam,2025-03-14T18:28:16Z
<c9611c65-a535-45c2-b6b6-15eb26bcfd30@advsurgsci.org>,bec,2025-03-14T18:22:41Z
<5de16050-83a2-4440-8cca-08aba3bd3122@mtl-mta03-out2>,phishing,2025-03-14T18:20:57Z
<474c08f1-89a8-4dbb-bbe2-3f9fdc44e74b@iad4s13mta1380.xt.local>,bec,2025-03-14T18:18:21Z
<a00da2f8-594c-4bb0-ab1d-e5458f4b9131@mtl-mta03-out2>,phishing,2025-03-14T18:18:21Z
<20250314082030.E097CEA226125A02@gmail.com>,scam,2025-03-14T18:16:45Z
<lBPz4hNzIzUB7094.Dcj8EmoqPD6XXTJoeqeA3hYJ51230351497@enterpriseb2bwise.com>,malicious,2025-03-14T18:15:10Z
<20250314181152.0fcf7435a2f54b3d@business3.theinsurancequoter.com>,phishing,2025-03-14T18:12:26Z
<20250314180649.ece2bbbb313bd2c4@business1.theinsurancequoter.com>,phishing,2025-03-14T18:06:56Z
