MessageID,Verdict,Received
<6cc8dfcd-cc89-sl50-48c2-9583-eb1b5875dcd3@programascertificados.es>,phishing,2025-03-24T11:46:00Z
<2e1e377c-3d00-sl34-49ee-a4e8-dc901b5d869f@cursosactualizados.es>,phishing,2025-03-24T11:44:44Z
<0e150c51-7cb6-sl74-4b84-9972-c42a770c2bef@capacitacionycursos.es>,phishing,2025-03-24T11:44:34Z
<cb25550c-4853-sl91-48b0-9745-52d2f757d2d1@capacitacionycursos.com>,phishing,2025-03-24T11:44:04Z
<157251d6-08a4-sl45-4d09-bd6a-0b3bd39474fb@capacitacionactual.es>,phishing,2025-03-24T11:43:28Z
<174281642711.95366.5446882088451261150@mediawebtrck.pl>,phishing,2025-03-24T11:41:13Z
<CAJv2mZfyg6wYr6JBcsthqcjB2xkggwSCpfOg9xVcAto2mJCAFw@mail.gmail.com>,scam,2025-03-24T11:39:46Z
<20250324193823600430@goodhid.com>,phishing,2025-03-24T11:38:34Z
<H7LVlnMAvF51Sw05AjXactDHZFEIDw4JNdEEY0A@mailer-service.de>,phishing,2025-03-24T11:34:54Z
<CADZOaEqYGUDD2d21aTfWEvTzshMwim5jCDe3UG1gOMBAtvNS_A@mail.gmail.com>,scam,2025-03-24T11:32:45Z
<t0inxacnmixzl6wl1nckjab5a.d9viebxxahm3djocyd467qyqk5fsnp1taqto1hrlrhebl-vplj8.lqqgypu1fbmorppgp1742815695@fzdongbai.com>,malicious,2025-03-24T11:28:21Z
<341375d7-abaf-sl94-40c2-a025-17616164527d@educacionycursos.es>,phishing,2025-03-24T11:27:53Z
<4e2a5f73-992c-sl17-4d4f-9785-ce96d6c0cbc7@educacionycursos.es>,phishing,2025-03-24T11:27:53Z
<28d9a0c8-cca6-sl55-44d1-86fd-9273177833c8@programasycursos.es>,phishing,2025-03-24T11:27:05Z
<70924ca9-8170-sl10-4414-b42a-90971debec49@programasespecializados.es>,phishing,2025-03-24T11:26:55Z
<f63f7d7e-46c3-sl81-4767-b69b-7468dce3785a@programasespecializados.es>,phishing,2025-03-24T11:26:50Z
<20250324192524.67947-{13459:20250324174624-13459-61}-0075245@hn.shinestarsteel.com>,phishing,2025-03-24T11:26:18Z
<49c5f820-59f6-sl23-4cc4-b4fa-d19e641aaf91@formacioninterna.com>,phishing,2025-03-24T11:25:51Z
<97945be7-35da-sl16-4b07-b0a7-f505363bc078@formacioninterna.com>,phishing,2025-03-24T11:25:48Z
<c326c3e0-284a-sl26-4e78-981e-b818a736efb5@formacioncertificada.com>,phishing,2025-03-24T11:25:37Z
<21903096-dd13-sl91-4107-b3cf-9885223510e8@cursosactualizados.es>,phishing,2025-03-24T11:24:53Z
<75434826-5cc8-sl63-4740-97a8-ec4d1f19f811@capacitacionycursos.com>,phishing,2025-03-24T11:24:24Z
<0D.68.10334.51041E76@i-003733824b9ead41b.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T11:23:54Z
<20250324191917.81740-{12781:20250324085944-12781-69}-0060871@hunan.shinestarsteel.com>,phishing,2025-03-24T11:19:24Z
<e431896f-7332-4e6e-a9fa-055d55946473@iad4s13mta1384.xt.local>,bec,2025-03-24T11:16:05Z
<CAGmngrM=ALRmYiQUOH-SPf-Hn8YnMs0Gz7EPfQ+qSQ9-wXFuuQ@mail.gmail.com>,scam,2025-03-24T11:15:56Z
<CAGmngrM=ALRmYiQUOH-SPf-Hn8YnMs0Gz7EPfQ+qSQ9-wXFuuQ@mail.gmail.com>,scam,2025-03-24T11:15:52Z
<CAGmngrM=ALRmYiQUOH-SPf-Hn8YnMs0Gz7EPfQ+qSQ9-wXFuuQ@mail.gmail.com>,scam,2025-03-24T11:15:52Z
<20250324111411.1582f9fdd536b971@business2.theinsurancequoter.com>,phishing,2025-03-24T11:14:40Z
<CAGAt9YfeEk=U6nmj6JFGXw6fpj1Ff5bc82vcmvCXyRNmE_Lc0Q@mail.gmail.com>,scam,2025-03-24T11:09:04Z
<CPYP284MB13843DD37B8DB07331B95535D2A42@CPYP284MB1384.BRAP284.PROD.OUTLOOK.COM>,scam,2025-03-24T11:08:57Z
<174281433922.353963.16805825777468342977@mediawebtrck.pl>,phishing,2025-03-24T11:08:47Z
<CADSzN+BzgifBdcRBdSnKoK8e6yp9ArMO5Pyw2VoA15tnnsQmyw@mail.gmail.com>,scam,2025-03-24T11:06:36Z
<b6cd17c4-29d2-44cf-a735-83406615b915@iad4s13mta1386.xt.local>,bec,2025-03-24T11:04:17Z
<qteldergikrw2307cbxdspown.ly8keld72zo3pru9jjqhpokujlal5qfvv3quygj7bavy6-ayopl.3hemvoxm6ijkgf4hb1742813971@fzdongbai.com>,malicious,2025-03-24T10:59:37Z
<174281383100.353963.492490956698608547@leadmaxx.pl>,phishing,2025-03-24T10:58:56Z
<CAPBGtsrHc3t_erEduB2cq3VEQSNJ4RSPzqwC5BHgANh15meUBA@mail.gmail.com>,scam,2025-03-24T10:58:51Z
<CAKjxo+BEs7oMDKM+316dpsiBvxQ7ojrBxJ2BreAYdOBvzDmFmg@mail.gmail.com>,scam,2025-03-24T10:57:34Z
<f9b65126-6621-463f-81c8-3f052bba4fc2@DU6PEPF0000B61F.eurprd02.prod.outlook.com>,scam,2025-03-24T10:56:03Z
<CB.FF.38786.D4931E76@i-055226b7cf7ea9509.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T10:55:48Z
<01010195c7c8cfff-863804e7-a763-4619-9543-0dc464c86ad0-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:54:45Z
<20250324105312.1a0ee76300003027@business2.theinsurancequoter.com>,phishing,2025-03-24T10:53:46Z
<79eq4b6x9q4i9cfbypgk0ftbm.bxt29izxpgfix03tnf1ktkwz6jetjdcvoguifzo9mptzx-1w9gr.srk6qsuuue6fl1xim1742813557@fzdongbai.com>,malicious,2025-03-24T10:52:44Z
<174281352036.95366.6023795524929131342@dataworld24.pl>,phishing,2025-03-24T10:52:41Z
<174281337737.374.3417559199065690839@leadmaxx.pl>,phishing,2025-03-24T10:50:25Z
<CAGriVfap2DX9yq01CXL=oy_cKTLd9DOLTrfJmjGnbHPXax-4-A@mail.gmail.com>,scam,2025-03-24T10:49:23Z
<80.BB.41432.E1731E76@i-0243df75fc9d9a08e.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T10:45:44Z
<9D.A9.51935.70921E76@i-095495fa3b2a0d319.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T10:45:11Z
<01010195c7bfe4a2-07c8debb-d2d3-49cb-bdb8-43a6a287bfe5-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:43:24Z
<f3a69ed4-7b7e-4034-9635-3801b1f2c1e8@engiconf.com>,bec,2025-03-24T10:41:44Z
<CAPbTDKE4uyZ7ji8HzBkanFq+vtFWeW6K8nyvK4DkLgQU+BFiuA@mail.gmail.com>,scam,2025-03-24T10:41:18Z
<3ad06cb4881714a4b888b44c27beda24@schools.ps-connect.cloud>,phishing,2025-03-24T10:41:15Z
<fiw795lza81sv9cxqp8wgn4cb.8exp3ohsob3cpx9zjjkej8yiwjw95udygugbzdd5nyq7f-heuh2.9w1qn0ofbkzpvqoub1742812577@fzdongbai.com>,malicious,2025-03-24T10:36:24Z
<PFMJSWXBXGLMRGDGRZC.VGHCAYHHGFMHDJQAYQA.WPVCTRMVEBHXQYUJDFU@zsydt.com>,phishing,2025-03-24T10:35:34Z
<03789.125032410341204297@uk-mta-265.uk.mimecast.lan>,scam,2025-03-24T10:34:18Z
<CADZWT_9xz728eX_1wSi9U8WwQ6faytQoOki-2obPo0q6J5Rwyw@mail.gmail.com>,scam,2025-03-24T10:33:16Z
<CAKTAm+j4NGjCX1vMayQvd7bPFcgP+RBWLgeQ4yAq1WKHrm9LqQ@mail.gmail.com>,scam,2025-03-24T10:30:32Z
<174281215743.95366.17091773928776868870@dataworld24.pl>,phishing,2025-03-24T10:30:02Z
<20250324182940516767@goodhid.com>,phishing,2025-03-24T10:29:50Z
<20250324182940516767@goodhid.com>,phishing,2025-03-24T10:29:49Z
<CAJEXgg6=6bLyrozkLaHDEsN-n1vjuuBCEG4GXJQhFr3sopufzA@mail.gmail.com>,scam,2025-03-24T10:28:42Z
<CAKGJvZr03Y1j-a0LeFG3d3uqjoq1he6U7ycfrH8Jp8pVF2KQOA@mail.gmail.com>,scam,2025-03-24T10:26:27Z
<01010195c7a9f11f-b9795e18-9bc4-493f-a6b4-2eeb609b9871-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:24:28Z
<CAKGJvZr8vr2ZWMS5L7z=W3q3r1MNiv8Pnjq7a6WC=1Dxn46ssA@mail.gmail.com>,scam,2025-03-24T10:24:18Z
<CAJ_kb2iMaPM=8D8+xQOPizAgjB3Tj9+cwN5=Zjgn9Hamk0X25Q@mail.gmail.com>,scam,2025-03-24T10:23:59Z
<20250212230653.F39953C3562229AB@biilbook.com>,phishing,2025-03-24T10:23:16Z
<CAKGJvZqg8ir8FZ7M5J8F07udOwepQSKF5UhF8NQ6-PcgJR+ZgQ@mail.gmail.com>,scam,2025-03-24T10:21:02Z
<20250324182001502610@goodhid.com>,phishing,2025-03-24T10:20:11Z
<22099e77-3641-489b-b125-8e74fb8df549@iad4s13mta1386.xt.local>,bec,2025-03-24T10:19:22Z
<AS2PR07MB9571C2C2698C22E739F11502F3A42@AS2PR07MB9571.eurprd07.prod.outlook.com>,scam,2025-03-24T10:19:09Z
<f60c25fc-c954-4369-b30f-483484c023b0@iad4s13mta1388.xt.local>,bec,2025-03-24T10:19:04Z
<82e80884-9bbd-4560-912c-2108986bcbe4@iad4s13mta1386.xt.local>,bec,2025-03-24T10:19:01Z
<CAGOGo=4zEeA1C73JspvxxqkxsN6zprFCqUqaP0uxT052CyzR_w@mail.gmail.com>,scam,2025-03-24T10:17:22Z
<20250324181349.25667-{12781:20250324085944-12781-69}-0005734@hunan.shinestarsteel.com>,phishing,2025-03-24T10:13:55Z
<98.53.15958.B6F21E76@i-0827558d4089d5ed4.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T10:13:24Z
<01010195c7a2d4f0-b842b2d8-fe44-40f5-885c-07dbce2b36f8-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:11:41Z
<01010195c7a03db0-45489b7a-a53c-4116-8a0a-5cdd6211374d-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:08:50Z
<57443996125601785414531@win96153>,scam,2025-03-24T10:08:20Z
<20250324180720.37073-{13459:20250324174624-13459-61}-0082871@hn.threeway-pipe.com>,phishing,2025-03-24T10:08:20Z
<01010195c79e6c46-9f8043a7-2a9f-4286-bf4d-5d09006cd33c-000000@us-west-2.amazonses.com>,phishing,2025-03-24T10:06:51Z
<CANyFmzLp1a8mzoHCYDzsznT88R=6HmdX_ANc63FWC9MExCHDkg@mail.gmail.com>,scam,2025-03-24T10:03:03Z
<20250324175440.07934-{13459:20250324174624-13459-61}-0033247@hn.threeway-pipe.com>,phishing,2025-03-24T10:02:24Z
<d9ce0cca2db24ee0857b5aa40774a0e7.20250324095831@w1g.biz>,scam,2025-03-24T10:00:48Z
<CAK745CroOrMQkiQxKjjoFQVwWTCcTJPU6p=U3HmU=n=q_6pYZg@mail.gmail.com>,bec,2025-03-24T09:59:55Z
<174281029310.374.13873880743759170734@dataworld24.pl>,phishing,2025-03-24T09:59:02Z
<49.F4.24295.90C21E76@i-0a1e50c9cdeebfac5.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T09:58:44Z
<NM60C6787B40130ED21directaxismpc-Ym91bmNlQGRpcmVjdGF4aXNmaW5hbmNpYWxzZXJ2aWNlcy5jby56YQ==@directaxisfinancialservices.co.za>,scam,2025-03-24T09:58:08Z
<CD.6E.04531.12B21E76@i-0e50fed28e2f85a56.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T09:56:41Z
<174280554423.95366.2017437939997437218@tgmedia24.pl>,phishing,2025-03-24T09:56:28Z
<01010195c79385b1-fcc01a8d-4852-4d87-a154-43fd12255e97-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:54:55Z
<174279689514.95366.7963647494895887821@biztrack.pl>,phishing,2025-03-24T09:51:30Z
<01000195c78dea8b-6219fa7a-0d47-46d7-adf1-8d883692e660-000000@email.amazonses.com>,phishing,2025-03-24T09:48:44Z
<01000195c78dea33-f52b3055-7bcd-4fbf-a512-fbcf8e5057de-000000@email.amazonses.com>,phishing,2025-03-24T09:48:44Z
<20250324094713.14970907192a4086@business2.theinsurancequoter.com>,phishing,2025-03-24T09:47:33Z
<c8t4nsancjnr2ryhirmqcowef.iewya5tu5mo8aqhfvnjzauwke40cwrc8a9hwl02g7wamn-ubt1v.zdokulpnk33jytoxq1742809544@fzdongbai.com>,malicious,2025-03-24T09:45:50Z
<CABiYTYPrfKDmfdbMCjUmaAqKkwDOM5wRVZHd8ttzQBk3M+cwaw@mail.gmail.com>,scam,2025-03-24T09:45:15Z
<01010195c78a8818-e4d8d6e5-9bb7-4983-9d4c-11018142b5f5-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:45:05Z
<174280698658.353963.17121307138369336652@tgmedia24.pl>,phishing,2025-03-24T09:40:57Z
<01000195c785b13c-565e0e9d-6f73-46fa-b831-6806bd33282c-000000@email.amazonses.com>,phishing,2025-03-24T09:39:44Z
<67e12858.050a0220.33768f.6f9d@mx.google.com>,scam,2025-03-24T09:39:38Z
<01010195c7849daf-83fac72f-61f1-43cf-98c8-62327fe66151-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:38:41Z
<AM0PR03MB4977B7EC30DA90D9C323B65993A42@AM0PR03MB4977.eurprd03.prod.outlook.com>,scam,2025-03-24T09:38:06Z
<67e127c5.050a0220.18dfd3.5d81@mx.google.com>,scam,2025-03-24T09:37:12Z
<uscx1tpyec5vsmwl5tnli5cje.vj5676hryjmiujiik1n2awbbu9bnhactjsjwxli9uzny3-xdhee.nlfn6cavhjlsnvlki1742808843@fzdongbai.com>,malicious,2025-03-24T09:34:09Z
<CAE7c1Su+_jQ6ZkhJQp68tpJB=8T4gmkJjhDO6zNHfPLKVM2LRw@mail.gmail.com>,scam,2025-03-24T09:33:52Z
<AM0PR03MB497732D5250FBFA07734335593A42@AM0PR03MB4977.eurprd03.prod.outlook.com>,scam,2025-03-24T09:33:05Z
<AM0PR03MB497732D5250FBFA07734335593A42@AM0PR03MB4977.eurprd03.prod.outlook.com>,scam,2025-03-24T09:32:53Z
<67e126ac.5d0a0220.fc345.4261@mx.google.com>,scam,2025-03-24T09:32:30Z
<174280860485.374.822817659362584690@dataworld24.pl>,phishing,2025-03-24T09:31:36Z
<174280822248.374.14649726571484568016@totalpromo24.pl>,phishing,2025-03-24T09:31:25Z
<01010195c77df922-e29d763c-ba0a-44b0-b88f-8fd16422d5cf-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:31:24Z
<174280764340.374.6722950238258666451@totalpromo24.pl>,phishing,2025-03-24T09:31:24Z
<174280868071.353963.12595007080243069274@totalpromo24.pl>,phishing,2025-03-24T09:31:23Z
<01010195c77d7991-fad18710-ac88-4c6b-90d9-3dc67db35d03-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:30:52Z
<01000195c77d7c51-e5a747c9-177b-43ed-b8dd-868be4446a4f-000000@email.amazonses.com>,phishing,2025-03-24T09:30:46Z
<01000195c77d0663-0a3a126f-5f38-4918-bb23-95f9f0b00bb8-000000@email.amazonses.com>,phishing,2025-03-24T09:30:17Z
<OFCDC189A9.48DB039E-ON43258C57.00342CE0-43258C57.00342CE3@krc.co.ke>,scam,2025-03-24T09:29:59Z
<01000195c77c997f-c19bb03c-beeb-4771-b282-0814e0b94c69-000000@email.amazonses.com>,phishing,2025-03-24T09:29:51Z
<a5d48f33-c254-sl48-4eb1-9026-cc2337329240@topniico.com>,phishing,2025-03-24T09:27:34Z
<AM0PR03MB4977D1F53FA642646435BABD93A42@AM0PR03MB4977.eurprd03.prod.outlook.com>,scam,2025-03-24T09:24:37Z
<LV2P220MB0824BD237BFA5C0B4B4AD0F8D3A42@LV2P220MB0824.NAMP220.PROD.OUTLOOK.COM>,scam,2025-03-24T09:24:25Z
<20250319000904.ECB3E6E2026CD943@outlook.com>,scam,2025-03-24T09:23:44Z
<CAJUt9qjkZJn-ZYcmz-qFsxOh=tgCYNsxktk5Nuv9KVKgt3Eq_w@mail.gmail.com>,phishing,2025-03-24T09:23:26Z
<E1twdlm-000866-5e00@a3.info-leroymerlin.pl>,phishing,2025-03-24T09:22:06Z
<3F.4A.17064.8E221E76@i-0ffce1ba1a0cc2127.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T09:18:44Z
<70df6ba6-73cc-4081-a08f-1556558f40e9@DB5PEPF00014B9B.eurprd02.prod.outlook.com>,scam,2025-03-24T09:18:19Z
<174280780988.374.12570782228031510667@mediawebtrck.pl>,phishing,2025-03-24T09:17:53Z
<174280165058.353963.5426335122429027139@dataworld24.pl>,phishing,2025-03-24T09:15:16Z
<01010195c76d5cde-88a514fd-0f22-424d-b9bf-120e2f3c9a33-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:13:14Z
<01010195c76b23fe-afd60c58-9aea-432e-be38-d3a2ceaa5e03-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:10:53Z
<CAFEOKS7mc2c5p4YOOy8rT_MBuPHx1dg_DdX+xyy4sU_YOVdf-Q@mail.gmail.com>,scam,2025-03-24T09:10:31Z
<CALxVzzHVOyniTEyUmJ2rf_rYkr2NyEyWddWdTaSYDWwjYE_YWA@mail.gmail.com>,scam,2025-03-24T09:09:00Z
<01010195c768ddde-4e4cd1aa-cdfa-49ce-8678-d5a08ece2f75-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:08:21Z
<CA+rdOvk-1NcheMppFZoMY3Gno+Y6Ahq1jzoKBWcT_nTZS_Ln4A@mail.gmail.com>,scam,2025-03-24T09:08:03Z
<6a391eb4-c384-sl37-4a79-9725-40a218c0fb59@formacioninterna.es>,phishing,2025-03-24T09:06:46Z
<01010195c7662744-646c7445-290c-456c-92e1-641a1ca3b1c0-000000@us-west-2.amazonses.com>,phishing,2025-03-24T09:05:23Z
<6e815d40-fd37-48a6-a038-611f87eb6ad3@iad4s13mta1388.xt.local>,bec,2025-03-24T09:04:54Z
<20250324090405.482f3a8775d3c037@business2.theinsurancequoter.com>,phishing,2025-03-24T09:04:08Z
<61884009838162638927437@win96151>,scam,2025-03-24T09:00:22Z
<4nlvx9jbdu7aowsdtaghtg9b7.iomr3esv4kytt2v0zy09fubvoaph3uwqg02lcnxnitl4z-izqmb.isepxron747redtig1742806794@fzdongbai.com>,malicious,2025-03-24T09:00:02Z
<mid-9e69049ef60c4876f62d305afaf507ab-1@smtp77mail.com>,phishing,2025-03-24T08:58:21Z
<20250324085416.6e603c6da319b1df@business2.theinsurancequoter.com>,phishing,2025-03-24T08:54:49Z
<20250213022206.DD460F106768DF04@biilbook.com>,phishing,2025-03-24T08:47:22Z
<CA+D+f=wi-u+O1hiHZ4kM+fnwT_L93-M_npRmGUDWRVUwYuBRqQ@mail.gmail.com>,scam,2025-03-24T08:44:49Z
<mid-564181b3e4a08f0ecc00245d01fb210b-2224@cop.shopblazeice.com>,phishing,2025-03-24T08:43:58Z
<CAF91VpZs_mcshhDZKB3kYoYpq5nn+wnVe=_UfsM_HrbgBwyi7A@mail.gmail.com>,scam,2025-03-24T08:42:20Z
<AM0PR04MB4849811712BB7D7074E93E44E1A42@AM0PR04MB4849.eurprd04.prod.outlook.com>,phishing,2025-03-24T08:41:58Z
<AM0PR04MB4849811712BB7D7074E93E44E1A42@AM0PR04MB4849.eurprd04.prod.outlook.com>,phishing,2025-03-24T08:41:58Z
<CAF4HQMg5AcjZ9jDYKVTD_goJ+3vz4MSwkuYqkrG2eQ73Qmhqww@mail.gmail.com>,scam,2025-03-24T08:41:18Z
<20250324084018.b10cc5494f56af6b@business2.theinsurancequoter.com>,phishing,2025-03-24T08:41:14Z
<CAD8DHtkFXzPsw+zoGTU7E-1w8aF7NFhUzkNTgbm0j9D1v-F1rw@mail.gmail.com>,scam,2025-03-24T08:40:06Z
<473236599.8105766.1742805383556.JavaMail.zimbra@asp.messina.it>,scam,2025-03-24T08:38:43Z
<20250322223452.6A45CEC4F47@mail.edunetmail.com>,scam,2025-03-24T08:37:43Z
<01000195c74ad448-013da87f-6901-4df0-a5ae-47f4a477ae81-000000@email.amazonses.com>,phishing,2025-03-24T08:37:03Z
<FE.4E.61228.1D711E76@i-0d32142d589c4a441.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T08:33:04Z
<174280460846.95366.18105966227150235223@totalpromo24.pl>,phishing,2025-03-24T08:31:25Z
<0afcec02-2b93-4c1c-83e0-7211914350a4@iad4s13mta1386.xt.local>,bec,2025-03-24T08:27:43Z
<v5.56513412.41641561914996.41641374326661.1742804672.cnxmg@mailleadcrm.com>,phishing,2025-03-24T08:25:41Z
<eb2de60c-29ab-40c9-8816-50b543cd0816.369m369r@eliminoxuk.com>,phishing,2025-03-24T08:25:11Z
<e90c8604-d2eb-4709-bc85-655805aacb39@DU2PEPF00028D02.eurprd03.prod.outlook.com>,scam,2025-03-24T08:24:24Z
<v5.56513412.41641561907778.41641374326661.1742804565.cnxmg@mailleadcrm.com>,phishing,2025-03-24T08:23:52Z
<01010195c73f292d-e6bf9eb8-b1d9-4877-a36c-ad20fc8ee167-000000@us-west-2.amazonses.com>,phishing,2025-03-24T08:22:47Z
<01010195c7374443-0a308ea2-8f6e-4e99-b0db-65323cd664f6-000000@us-west-2.amazonses.com>,phishing,2025-03-24T08:22:03Z
<CABu392HMr=1nMKY5HN=BtaPmUXHdnFUh90E=y18+HOeGthgBSQ@mail.gmail.com>,scam,2025-03-24T08:20:43Z
<64908eb8-8e87-4961-b306-698aef95efd9.369m369r@eliminoxuk.com>,phishing,2025-03-24T08:12:59Z
<CADWFe=OeNn=wodM727RVueAnj+f6R0YpgWjr_2F9TwicqjB1Lw@mail.gmail.com>,phishing,2025-03-24T08:12:23Z
<CALXKLiLwnVCwYNv5f6LdwKH=hKn+EYREsc8tDL=C9DOJU6djpw@mail.gmail.com>,bec,2025-03-24T08:08:31Z
<20250213010056.C539CC6E1ADE1F3F@biilbook.com>,phishing,2025-03-24T08:07:58Z
<ed9e0d40-9187-4eb0-8f02-29ade1ed93bb@iad4s13mta1386.xt.local>,bec,2025-03-24T08:07:27Z
<CAMHTYPZ8-b0hU7Jg=SFG81b5fuB1QVcHdQZXuXsoo22DXYfCJg@mail.gmail.com>,scam,2025-03-24T08:07:23Z
<20250324005958.FE1FBFE1D1601E4D@msa.hinet.net>,scam,2025-03-24T08:06:40Z
<01010195c72fc023-9c01f8a2-d7ab-4289-9a75-dd7fab66f019-000000@us-west-2.amazonses.com>,phishing,2025-03-24T08:05:57Z
<IOCKWJFOOFMVFJMSEXNRCE.QDJRXNQKRYBKFOQGJZFYKGWCB-TIFPNLAQPJRAPCCLSYFQQKIPZ.KRHTSEEUGGJCBGAWEAOLAOYIM@cgwmb.com>,phishing,2025-03-24T08:05:32Z
<9D.8D.10544.FA111E76@i-0739f65dc94ac0490.mta1vrest.sd.prd.sparkpost>,phishing,2025-03-24T08:04:56Z
<mid-dceb3365f3e217d4eb9e8dfcf95f83a5-1@smtp77mail.com>,phishing,2025-03-24T08:03:13Z
<5d922da8-645f-4632-9bd3-e571fa763a31@iceenr.com>,bec,2025-03-24T08:00:39Z
<01010195c7291656-f98fe2d9-ae6c-4bca-8649-9e1e607abe50-000000@us-west-2.amazonses.com>,phishing,2025-03-24T07:58:41Z
<01010195c72894b2-86e3cf24-e24d-454b-b3ce-38372d463d75-000000@us-west-2.amazonses.com>,phishing,2025-03-24T07:58:10Z
<d79ed269-44d7-48e8-95a7-5aa4244abb84@AMS0EPF00000199.eurprd05.prod.outlook.com>,scam,2025-03-24T07:57:29Z
<CAHG3epzNK94VsJ=ukpJ_omrB3Qs7yuFJ8zc3-D20j2Y3Fj8nJA@mail.gmail.com>,phishing,2025-03-24T07:52:48Z
