Message ID,Verdict,,,,,,,,,,,,,,,
<001201db7437$defcbbd0$9cf63370$@npcskills.co.za>,spam,,,,,,,,,,,,,,,
<20250129071939.B36300FFA5E266E5@gmail.com>,spam,,,,,,,,,,,,,,,
<PfKtKe33SZWoh4O-6SWlyQ@geopod-ismtpd-30>,spam,,,,,,,,,,,,,,,
<BaoUHiUwTimsVZHlE6vYsA@geopod-ismtpd-30>,spam,,,,,,,,,,,,,,,
<da05482ef9ef295fef5c1e7b0e3c86d6@communitiesfordevelopment.org>,spam,,,,,,,,,,,,,,,
<5b32f361-f343-4884-816c-86cc4f39cd9c@AMS0EPF000001AE.eurprd05.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<3vHwqM_gRouQ4JX1cLeUgg@geopod-ismtpd-37>,spam,,,,,,,,,,,,,,,
<679d5cd3ac7a8_e4b4c554515156@ip-10-3-10-29.us-east-1.compute.internal.mail>,spam,,,,,,,,,,,,,,,
<5tPj_n3aTy6xZVJGbec4iw@geopod-ismtpd-28>,spam,,,,,,,,,,,,,,,
<2555359e6ad4979c13e9a00fc581a110aa4c77@aeroreward.com>,spam,,,,,,,,,,,,,,,
<e6de920b-17b8-4e32-9edc-9c8381aafc97@AM2PEPF0001C70B.eurprd05.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<CAAh3R+iNorRdqXyximpZ6VuC1KRBC4G+_hz-cGAFnQqCuZHMAQ@mail.gmail.com>,scam,,,,,,,,,,,,,,,
<CA+E6=7tXU9JBOgYFmNB5BTRwrcp=b+wvHLbxtgr_AEU+10OcTw@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<6367a9-1f68-679d5b3e@ocasiocortez.com>,spam,,,,,,,,,,,,,,,
<11044478531768233243053@fenicemediawin13>,spam,,,,,,,,,,,,,,,
<17b565dd-c9f8-43fd-be79-899f3482eca8@DB1PEPF000509F6.eurprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131232213.83b24402da586223@mail.rapha.cc>,spam,,,,,,,,,,,,,,,
<3533823f-e3e1-4241-a100-daad42847afc@DB1PEPF000509FC.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<0848e3c8-e03a-4dad-9bad-f62da4025d89@AM4PEPF00027A63.eurprd04.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<679d591f.050a0220.31171c.c0f2@mx.google.com>,phishing,,,,,,,,,,,,,,,
<694225274dac42288d0ecabcd1cb247b@W2012R2.mironet.localhost>,spam,,,,,,,,,,,,,,,
<36444146906481506715946@DESKTOP-MNHBNF9>,spam,,,,,,,,,,,,,,,
<CAKP9-bqh=BijpUuQnJYJRhZPU1sVVjb1j87Pz7ag1iyH=HkT-A@mail.gmail.com>,scam,,,,,,,,,,,,,,,
<mid-a41a6e91bef17029e66a154d38693d04-2199@soul.mindfullhealthfoods.com>,spam,,,,,,,,,,,,,,,
<543ad27aec424deda2bf8a14d49e65e6@W2012R2.mironet.localhost>,spam,,,,,,,,,,,,,,,
<36a92940-c256-013d-df45-2eee64123261@digitalromanceinc.com>,spam,,,,,,,,,,,,,,,
<f65608d5-20af-4f4e-a178-14f259c71051@mtasv.net>,spam,,,,,,,,,,,,,,,
<e1a1bb5e519f5c0c1c79d2812393b0b3@ceulearners.com>,spam,,,,,,,,,,,,,,,
<mid-900484f3aa4808003578120c993790d2-2086@gone.healthcarejobservices.com>,spam,,,,,,,,,,,,,,,
<18601740265155347@delivery.learnbfsi.com>,spam,,,,,,,,,,,,,,,
<12246b-755-679d56e2@novoteleftbehindpac.com>,spam,,,,,,,,,,,,,,,
<fb9dc75e-65e0-4fd6-a099-dd366f002285@DU2PEPF0001E9C3.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<mid-48c6e76bed08bed9bb5c72670e7ced86-2228@persion.thesharperseniors.com>,spam,,,,,,,,,,,,,,,
<991759004801100194babd7cd8-73234bc9-7012-4c6d-8e59-5603c10f90fc-000000@eu-north-1.amazonses.com>,spam,,,,,,,,,,,,,,,
<638604824101100194babd7cd8-73234bc9-7012-4c6d-8e59-5603c10f90fc-000000@eu-north-1.amazonses.com>,spam,,,,,,,,,,,,,,,
<f6cb88ea-0807-4681-92ab-5222f3897dce@iad4s13mta1070.xt.local>,spam,,,,,,,,,,,,,,,
<20250131225801.a7949d3a542056d8@gmh.globalmarketheadlines.com>,spam,,,,,,,,,,,,,,,
<425491326.112774.1738361139306.JavaMail.zimbra@rotamatravel.com>,scam,,,,,,,,,,,,,,,
<8726850282123942@delivery.learnbfsi.com>,spam,,,,,,,,,,,,,,,
<ace5bf5b-aefc-4885-9941-b18dc72f830d@iad4s13mta1147.xt.local>,bec,,,,,,,,,,,,,,,
<22ae6de5-f2c1-4a3a-b69a-deced120941b@AM3PEPF0000A793.eurprd04.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<f0ab1ec0-c253-013d-c65c-6e6723d65c7c@right-tactics.com>,spam,,,,,,,,,,,,,,,
<3392bb0103280d8d2b2d31794cd08eb6@server2.viaintermedia.com>,spam,,,,,,,,,,,,,,,
<abc8acd9242d0b5429dee7960eb118eb@server2.viaintermedia.com>,spam,,,,,,,,,,,,,,,
<Hay1AZWaSJiiR1rkhJu7Jw@geopod-ismtpd-31>,spam,,,,,,,,,,,,,,,
<1738363710408.onlineservices.273025440.1816973.6435756430@mail.hsbc.com.ph>,spam,,,,,,,,,,,,,,,
<UCWCXZAZUW$UAWBWZWYYUZYV@mail-out.via.act-on.net>,spam,,,,,,,,,,,,,,,
<4upaaijt49ba.MsnZzuStetmhD1qg69Ta6A2@15RH1.trk.elasticemail.com>,spam,,,,,,,,,,,,,,,
<c6af18a4-b4d3-47d8-abd5-81c3d2361774@mtasv.net>,spam,,,,,,,,,,,,,,,
<3952406253784972330714@WIN-8H6JMQBVGP2>,spam,,,,,,,,,,,,,,,
<8d3495a3-c00a-41d2-81f2-b6b5e59c42ff@mtasv.net>,spam,,,,,,,,,,,,,,,
<ec6d10ed-9990-45fa-b488-2bd31d8245a6@AMS0EPF0000019F.eurprd05.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<1738363221639.onlineservices.1599511952.1816973.6435749344@mail.hsbc.com.ph>,spam,,,,,,,,,,,,,,,
<08436fa7-21bd-4b32-9db4-e7b8f3ee9095@mtasv.net>,spam,,,,,,,,,,,,,,,
<1738363161785.onlineservices.1417436.1816973.6435748424@mail.hsbc.com.ph>,spam,,,,,,,,,,,,,,,
<20250131034643.F44BDD12F663CB94@gmail.com>,spam,,,,,,,,,,,,,,,
<HNPB1XyTil7KotUHWTeGmX3iCH2wGKXzwN-5bztyqiI.lEEHUUCUkN_2KL-m6QQOoGYbe6PBePkCbUIOSkTuSOg@livehealth.za.com>,phishing,,,,,,,,,,,,,,,
<SzXGeue8mKOQ7tfmNvoL4UEEZMHjYlN5dY92hi6_kxE.kdMPiM_pI8rMqh94AqxYw6KOvOeqCSsdTBSbAg28qxY@livehealth.za.com>,phishing,,,,,,,,,,,,,,,
<OBlrLcHwPgoeC7qxorJwEGwp7z0_CzrTQU5iw0ki2jE.ejuEqRsOqLT_wXQPdm89Zy2cuKawofh6fKFTI-v8W4s@livehealth.za.com>,phishing,,,,,,,,,,,,,,,
<CALV1imZKa9JmS2naRRV+-tQU1Qn9X_-JO8TM1n+OSn4tac7OcQ@mail.gmail.com>,bec,,,,,,,,,,,,,,,
<CAKE1t0J7HNs_y1EuPNUgn5ew=_S5bvKObRRV584L7nY2unFP1w@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<df4ee1a3-f5fe-4f10-95d9-77486d7cbbc6@DU2PEPF0001E9BF.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<9238C2236FF07BE6560F1B839063BCAE@mvjxbg>,phishing,,,,,,,,,,,,,,,
<!&!AAAAAAAAAAAYAAAAAAAAAB9CLb5t9CtBlsLlCw1j6pfCgAAAEAAAADWRUndw4o5DoxXKOVnJLLUBAAAAAA==@csi-estimating.net>,spam,,,,,,,,,,,,,,,
<6988783d-255c-43ca-b121-3e3ecec26ecf@colsurfsci.org>,bec,,,,,,,,,,,,,,,
<20250131195237.02EEF2230BA3A4D3@maruki.co.jp>,spam,,,,,,,,,,,,,,,
<20250131232818.A2EA0CCDA3B4DF7C@maruki.co.jp>,spam,,,,,,,,,,,,,,,
<CB.A8.42936.D3F4D976@i-0591e7b8f3bf01038.mta1vrest.sd.prd.sparkpost>,spam,,,,,,,,,,,,,,,
<c13ee3c848be429e0fa22f6066f2906001df3435@travel.ablestose.email>,bec,,,,,,,,,,,,,,,
<1738362536516.onlineservices.290753360.1816973.6435739308@mail.hsbc.com.ph>,spam,,,,,,,,,,,,,,,
<01030a66-ec12-4de8-bd99-c1c9ee755de3@AMS0EPF00000192.eurprd05.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<72c02b80-12fd-47cd-8cbc-1db3fdce65be@AMS1EPF0000004B.eurprd04.prod.outlook.com>,scam,,,,,,,,,,,,,,,
<CAHQPy1ZfJAWg52xvb93iB-P7KnpquxAKphuKdLXOixYvrX-6Tw@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB70244E13324A3E576B0F346DF7E82@SEYPR02MB7024.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB70244E13324A3E576B0F346DF7E82@SEYPR02MB7024.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<8d4aa0c4-6150-4f37-b45c-6df057ef0480@AMS1EPF00000045.eurprd04.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB70244E13324A3E576B0F346DF7E82@SEYPR02MB7024.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<CAPbFZVwQzVchNDh6oEsTy4+0caZ1x0uS1AcSNLn3xk_FvgrwaQ@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<bb2ead7cc94a77e3acc63eb6003b64b2@pucp.pe>,spam,,,,,,,,,,,,,,,
<02397ad7e08b6bcf94d6c5338cb4e296@ferremassinversiones.com>,scam,,,,,,,,,,,,,,,
<1932866537.87845.1738361481560.JavaMail.zimbra@fadu.edu.uy>,spam,,,,,,,,,,,,,,,
<34462539873292476@delivery.learnbfsi.com>,spam,,,,,,,,,,,,,,,
<1989845845.87718.1738361429150.JavaMail.zimbra@fadu.edu.uy>,spam,,,,,,,,,,,,,,,
<2291c2bf-355d-47bf-af22-8b805b8ce369@DU2PEPF00028D08.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<PRoQiGCC8wUSJp31onnMIDYYpuCzNDfbLCpHLooI2Q@www.gismonyc.org>,spam,,,,,,,,,,,,,,,
<1386352665.87651.1738361390173.JavaMail.zimbra@fadu.edu.uy>,spam,,,,,,,,,,,,,,,
<64-012b4221-00001bb5ce80e0c2e002-000-1541fcb8@tsmtpclick.com>,spam,,,,,,,,,,,,,,,
<82287374433192609@delivery.learnbfsi.com>,spam,,,,,,,,,,,,,,,
<e6xi1q.m6k4uck2nfmgkxe@news.easypromo.nz>,spam,,,,,,,,,,,,,,,
<8a642a8a-a8f0-49fd-b198-86d5639789ea@DB1PEPF00039233.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYZPR02MB75064943BE7B48DE4E15B6C6E9E82@TYZPR02MB7506.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<ac4ed22aaef2b2fc94b822e850be6ef4@ferremassinversiones.com>,scam,,,,,,,,,,,,,,,
<ac4ed22aaef2b2fc94b822e850be6ef4@ferremassinversiones.com>,scam,,,,,,,,,,,,,,,
<20250131220503.5EF31E0D80@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<20250131220458.49C43E0F70@mail3.lpse.lkpp.go.id>,scam,,,,,,,,,,,,,,,
<04b69c62-45687-7fe28234862963@ec2amaz-tkmdko6>,scam,,,,,,,,,,,,,,,
<PSAPR02MB514349C4F07CE23F34AF4FDEE8E82@PSAPR02MB5143.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<CAGhAGoZDWqcfq5YWLrp-TBNvfFfqzTWXZaPrLtQC-5pXxDD_Cw@mail.gmail.com>,spam,,,,,,,,,,,,,,,
<927965654.87173.1738361119200.JavaMail.zimbra@fadu.edu.uy>,spam,,,,,,,,,,,,,,,
<20250131220411.86820E0F48@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<20250131220317.3D0B674A49D11@geomon8.gammonconstruction.com>,spam,,,,,,,,,,,,,,,
<20250131220317.3D0B674A49D11@geomon8.gammonconstruction.com>,spam,,,,,,,,,,,,,,,
<20250131220317.3D0B674A49D11@geomon8.gammonconstruction.com>,spam,,,,,,,,,,,,,,,
<JH0PR02MB8491C383CD6D3DA912BE46ADFDE82@JH0PR02MB8491.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131220256.62403E1080@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<SI2PR02MB5905D2641FF3F9399F6D43DB9DE82@SI2PR02MB5905.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB49790566719898D135295145E4E82@KL1PR02MB4979.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<_FLoVv1USwyxst9xYmFpNV8X8NpftVulSCGm7UQTOKc.tEWqOt5MlrdFZB11Gfi4jRsB7gmVIozyVNA1JzZGLX8@activelife.za.com>,phishing,,,,,,,,,,,,,,,
<987r2xf3sBWzgFGuedQ2Htv1GZBB9RkyXJKJEwobSsw.CL5svOAI99x4WpZSmeYTXTUE9_DCGqyYSYY1rLguFOo@activelife.za.com>,phishing,,,,,,,,,,,,,,,
<TYZPR02MB4848E05439E6AB4144AF7B7D8FE82@TYZPR02MB4848.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<007d1662-7343-48db-ba65-7bfa9e5b18db@atl1s11mta477.xt.local>,spam,,,,,,,,,,,,,,,
<089f301e-8dae-4afa-be6a-d42463bb08e1@iad4s12mta1191.xt.local>,phishing,,,,,,,,,,,,,,,
<55a95438-2f20-48a8-82d3-f0c959ccd5d0@atl1s11mta477.xt.local>,spam,,,,,,,,,,,,,,,
<f33ce269-2b6d-481e-8b56-9e19d5b24f99@atl1s11mta474.xt.local>,spam,,,,,,,,,,,,,,,
<1c07f840-b5b7-4a1e-9c1c-6629247b9502@atl1s11mta474.xt.local>,spam,,,,,,,,,,,,,,,
<3f1284d6-5be5-4027-9f94-de7393f0be17@atl1s11mta474.xt.local>,spam,,,,,,,,,,,,,,,
<6651c46c-7be7-48e0-8487-f2c3017412f6@atl1s11mta478.xt.local>,spam,,,,,,,,,,,,,,,
<e8386b3a-10ae-42ad-8f8a-2c755f437885@atl1s11mta474.xt.local>,spam,,,,,,,,,,,,,,,
<4619ff3c-58da-4cf4-bdec-ec536cc00c3a@atl1s11mta475.xt.local>,spam,,,,,,,,,,,,,,,
<dccab8f3-7a5f-4a84-8aec-028b1d141d75@atl1s11mta474.xt.local>,spam,,,,,,,,,,,,,,,
<0ecf1260-18b9-4640-8843-0ecaa814466f@atl1s11mta475.xt.local>,spam,,,,,,,,,,,,,,,
<33dde247-2e22-4038-9d4b-5aa1144977fb@atl1s11mta405.xt.local>,spam,,,,,,,,,,,,,,,
<2b593dc8-fe92-450d-a3af-a50b86c50484@atl1s11mta409.xt.local>,spam,,,,,,,,,,,,,,,
<AS8PR06MB7352008B2F7744C516ED68A1E0E82@AS8PR06MB7352.eurprd06.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<AM7PR09MB3896BE38F62890D2678F137EDBE82@AM7PR09MB3896.eurprd09.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131220023.2A5E7E0EEF@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<20250131220016.0FF9CE1288@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<SEYPR02MB7348CC0D05A3F2E4426E5F3C9BE82@SEYPR02MB7348.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<0.0.59.436.1DB742B78606158.0@mta-2d57c46f.ip4.emsmtp.us>,spam,,,,,,,,,,,,,,,
<TY0PR02MB7056E3C9C06ADD4FD23080BAB8E82@TY0PR02MB7056.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TY0PR02MB7056E3C9C06ADD4FD23080BAB8E82@TY0PR02MB7056.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131215855.DD3C3E0E21@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<011f2659053c55a9563c4706de372782@ferremassinversiones.com>,scam,,,,,,,,,,,,,,,
<SI2PR02MB59065374F2FDACEE12FD9F5398E82@SI2PR02MB5906.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYSPR02MB7604818A6646E7D806B6B5C9E2E82@TYSPR02MB7604.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYSPR02MB7604818A6646E7D806B6B5C9E2E82@TYSPR02MB7604.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYZPR02MB82270840AE9114A28D4FABF696E82@TYZPR02MB8227.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB77741EE146A8F4DD6C153AF280E82@KL1PR02MB7774.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB7273B08548901E47D039FF3B98E82@SEYPR02MB7273.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131215647.E145DE114D@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<mid-6be8879acdcd5498e2e62385bb89b108-2311@team.totalhomeserviceteam.com>,spam,,,,,,,,,,,,,,,
<TYZPR02MB7396E570C51C8A68B9E00C4FF1E82@TYZPR02MB7396.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<03c23e92-4a2d-46dc-bb0a-99806f147a74@DU2PEPF0001E9C2.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131215554.7EF54E12D0@mail3.lpse.lkpp.go.id>,spam,,,,,,,,,,,,,,,
<KL1PR02MB661230BC6E354B15E656038BE3E82@KL1PR02MB6612.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB696483F23656C741B35D903B88E82@SEYPR02MB6964.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB675923D804C451F7D8D564AFEBE82@KL1PR02MB6759.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYZPR02MB4685F1F4CF06C8C7D2880E3FF4E82@TYZPR02MB4685.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYZPR02MB4685CF48256C158BFE97F1E8F4E82@TYZPR02MB4685.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SI2PR02MB58841D8B9798F5624C999F8DF3E82@SI2PR02MB5884.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TY0PR02MB6737F56D24CA3ED80DC62A23EFE82@TY0PR02MB6737.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEZPR02MB739913EA86E94B015F5559CD9AE82@SEZPR02MB7399.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB48847BBF0C6A3947891A973F97E82@KL1PR02MB4884.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<KL1PR02MB676557C19721DC94EED9699288E82@KL1PR02MB6765.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<OS8PR02MB8416146BE4257E7F6ACCEB158BE82@OS8PR02MB8416.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TY0PR02MB5767995361F326EDFAF7A22B8FE82@TY0PR02MB5767.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB5919DF470ECFBA8FB3F0334189E82@SEYPR02MB5919.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<TYSPR02MB8277EC3B83AE235AF6BCE4418FE82@TYSPR02MB8277.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<PSAPR02MB4661745420B5DE059FD9AC8D89E82@PSAPR02MB4661.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEYPR02MB579719834175B389DF0561ECF3E82@SEYPR02MB5797.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<20250131215027.0bcae95cdd57bc75@business1.theinsurancequoter.com>,phishing,,,,,,,,,,,,,,,
<Share-9c057da1-5076-7000-b128-46a3e6148931-9066a82a-7082-42d7-9359-a1d6e393180e-a50878c6-8978-4913-a6e5-b971b460f6a1-r0-SendEmail@odspnotify>,phishing,,,,,,,,,,,,,,,
<TYSPR02MB7193AA7AB6286CBB5E4C3F4AFDE82@TYSPR02MB7193.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<SEZPR02MB5782F6F67919A171087E0AACFFE82@SEZPR02MB5782.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<OS8PR02MB85117F2D0EED76D082B1119288E82@OS8PR02MB8511.apcprd02.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<d01db87e-f3a6-491a-9c34-51f2f8af4306@DB1PEPF0003922E.eurprd03.prod.outlook.com>,scam,,,,,,,,,,,,,,,
<657572796954666@ncdelivery.grctrainingsonline.com>,spam,,,,,,,,,,,,,,,
<7F8B1A6B6E7EDEFA92FC97B378D1B986@oxn>,spam,,,,,,,,,,,,,,,
<PsN3EFYARi64efM5n2nyUg@geopod-ismtpd-23>,spam,,,,,,,,,,,,,,,
<2d4b278c78ad515ad44e07a86377574ad0971a@rmgallagher.com>,spam,,,,,,,,,,,,,,,
<6df8ea70-103c-sl12-48e4-81b6-bff265bc0bda@connectwithmobileserve.com>,spam,,,,,,,,,,,,,,,
<be20fa45-ce3b-4bc4-9c13-6948b1b267f9@onlinesnapattack.info>,spam,,,,,,,,,,,,,,,
<DK5fEbDhNPFpMkh6GrQc5ADp5rf1zk8v@emails.theinvestorsvalley.com>,spam,,,,,,,,,,,,,,,
<27ac5d65-e0da-ca52-d110-77c02c31d5d1@hp.com>,spam,,,,,,,,,,,,,,,
<PN0P287MB2183B599BFB2F7A404E284BB94E82@PN0P287MB2183.INDP287.PROD.OUTLOOK.COM>,spam,,,,,,,,,,,,,,,
<88ed1d17-b937-4fa2-80a7-7d634f6694fa@AM1PEPF000252DF.eurprd07.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<024c01db7428$604f5f90$20ee1eb0$@joint-cap.com>,spam,,,,,,,,,,,,,,,
<db428363-aa6d-48a3-9aa9-d81ee0c5f657@DU2PEPF00028D05.eurprd03.prod.outlook.com>,spam,,,,,,,,,,,,,,,
<DnjZB119puKpZiB4cPIakf3RI3RSdVbUiR4tY3r5o@mailer-service.de>,spam,,,,,,,,,,,,,,,
<mid-8fbd77e7f4693827841201e27cedc64c-1990@safe.k9safetysolutions.com>,spam,,,,,,,,,,,,,,,
<03b2a59f82005b3ca292cbb20038c795@training-seminars.com>,spam,,,,,,,,,,,,,,,
<yY5Ioxt8zY5-o1pRonN_Y9LD9hERh0mb0qJC5A7Em2U.HZy-CSDvlDmRvV28j0qfKJ3GogeS_h8TXsffQfxGX58@activelife.za.com>,phishing,,,,,,,,,,,,,,,
<SiBR93WtA16R0VSbyeu296xvuOTY0-w_gml02n330mc.YO4zaUzcxOUhHlWAB7P_OEXQd95KM7Po1YIUi1D2H0I@activelife.za.com>,phishing,,,,,,,,,,,,,,,
<cb39e401-33c3-4205-a3e9-ebe1c85478c7@iad4s12mta973.xt.local>,spam,,,,,,,,,,,,,,,
<bC7BfHQo48t7kQGdUvggvslX4kcVogGrBC8cYqIh6IY.4tacc2nk5FjHGahIW3KWHP4v_DJ-uWMdWDrpLIAPrpg@activelife.za.com>,phishing,,,,,,,,,,,,,,,
<86d613e5-99e5-4668-875a-4bd7c4e17da3@atl1s11mta417.xt.local>,spam,,,,,,,,,,,,,,,
<ffb4a03f-4eb5-41b4-b234-847d423b37a6@atl1s11mta414.xt.local>,spam,,,,,,,,,,,,,,,
<7f28d58f-7cd8-45f9-ad3e-a0900def2b1e@atl1s11mta412.xt.local>,spam,,,,,,,,,,,,,,,
<51f62715-d0a7-43d8-8a1d-5065ad143255@atl1s11mta413.xt.local>,spam,,,,,,,,,,,,,,,
<1f31e887-d568-496b-89b4-be3c47aa5c00@atl1s11mta475.xt.local>,spam,,,,,,,,,,,,,,,
<42d370af-a377-4bce-8108-b6fdfb2b2d30@iad4s13mta756.xt.local>,spam,,,,,,,,,,,,,,,
<0a816c79-00c8-40fe-bb84-8f134543429c@iad4s13mta748.xt.local>,spam,,,,,,,,,,,,,,,
<699110f7-b9b3-4dac-be6d-461bff6a0d01@iad4s13mta752.xt.local>,spam,,,,,,,,,,,,,,,
<80f756e4-4afd-4b57-b028-795f8a150508@iad4s13mta754.xt.local>,spam,,,,,,,,,,,,,,,
<4a35fab8-7daa-4b71-b374-bfab3a3b2ec9@atl1s11mta406.xt.local>,spam,,,,,,,,,,,,,,,
<175ca299-8a6c-40a2-910a-6d48698f7ef1@iad4s13mta752.xt.local>,spam,,,,,,,,,,,,,,,
<6fa6a9bb-f009-42f1-95d7-bcd51cce7a0c@iad4s13mta1272.xt.local>,spam,,,,,,,,,,,,,,,
